metric,mean,ci_lo,ci_hi,p_gt_zero,n_keys,n_tasks,task_sd,policy,contract,budget_bp,mechanism
delta_deletion_precision,0.5302833333333334,0.4353816666666667,0.6409670833333333,1.0,500,20,0.2439570059666947,P5,semantic_group,1000,M10
delta_legit_retention,0.05057635423400127,0.044836485757379876,0.05651922456367159,1.0,500,20,0.013746409126007584,P5,semantic_group,1000,M10
delta_semantic_group_recall_full,0.9027,0.8928000000000003,0.9128999999999999,1.0,500,20,0.02316326492758012,P5,semantic_group,1000,M10
delta_semantic_group_recall_any,0.9027,0.8930000000000001,0.9128025000000001,1.0,500,20,0.02316326492758012,P5,semantic_group,1000,M10
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,1000,M10
delta_legacy_sdr,0.20396740229870747,0.158527192381623,0.2415834425410563,1.0,500,20,0.09793928989258394,P5,semantic_group,1000,M11
delta_directional_repair,0.24279043290646324,0.22256749554220728,0.2624190459339948,1.0,500,20,0.046778639037376314,P5,semantic_group,1000,M11
delta_same_side_residual,-0.24279043290646324,-0.26181958082477413,-0.22263434984755598,0.0,500,20,0.04677863903737631,P5,semantic_group,1000,M11
delta_overcorrection,0.03882303060775573,0.015561271234330815,0.06990585107811102,1.0,500,20,0.06517130442944938,P5,semantic_group,1000,M11
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,1000,M11
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,semantic_group,1000,M11
delta_leak_recall,0.8824,0.8677974999999999,0.8958025000000001,1.0,500,20,0.03315418525616334,P5,semantic_group,1000,M11
delta_deletion_precision,0.7183598412698413,0.6700372083333334,0.7697569246031746,1.0,500,20,0.11682835568551063,P5,semantic_group,1000,M11
delta_legit_retention,0.05246041666666664,0.04648581249999996,0.05881671875,1.0,500,20,0.014655739269334151,P5,semantic_group,1000,M11
delta_semantic_group_recall_full,0.8824,0.8672974999999999,0.8952,1.0,500,20,0.03315418525616334,P5,semantic_group,1000,M11
delta_semantic_group_recall_any,0.8824,0.8672000000000001,0.8953999999999999,1.0,500,20,0.03315418525616334,P5,semantic_group,1000,M11
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,1000,M11
delta_legacy_sdr,0.04114593850945329,-0.007565832229093838,0.08604078934573069,0.9494,500,20,0.11136476876084006,P5,semantic_group,2000,M01
delta_directional_repair,0.13238396466188976,0.11780784742862598,0.14765155673997044,1.0,500,20,0.03501344198240539,P5,semantic_group,2000,M01
delta_same_side_residual,-0.13238396466188976,-0.14727425481659134,-0.11722585772231686,0.0,500,20,0.035013441982405386,P5,semantic_group,2000,M01
delta_overcorrection,0.09123802615243645,0.05808859271537437,0.1289110194726655,1.0,500,20,0.08459053696879247,P5,semantic_group,2000,M01
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M01
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,semantic_group,2000,M01
delta_leak_recall,0.7956,0.7745975,0.8131,1.0,500,20,0.044497664042769246,P5,semantic_group,2000,M01
delta_deletion_precision,0.22177000000000002,0.2014696666666667,0.24137912499999997,1.0,500,20,0.046966713234447045,P5,semantic_group,2000,M01
delta_legit_retention,0.046910833333333346,0.04200240625000002,0.05182647916666668,1.0,500,20,0.011436226713070562,P5,semantic_group,2000,M01
delta_semantic_group_recall_full,0.7956,0.7758999999999999,0.8131,1.0,500,20,0.044497664042769246,P5,semantic_group,2000,M01
delta_semantic_group_recall_any,0.7956,0.7748000000000002,0.8131999999999999,1.0,500,20,0.044497664042769246,P5,semantic_group,2000,M01
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M01
delta_legacy_sdr,0.06185828258935185,0.010619173035524286,0.10834174034322601,0.992,500,20,0.11253669164991367,P5,semantic_group,2000,M02
delta_directional_repair,0.15264063885486379,0.13672978807261174,0.1682867081022576,1.0,500,20,0.037019736354165805,P5,semantic_group,2000,M02
delta_same_side_residual,-0.15264063885486379,-0.16850074180255542,-0.1368026211975956,0.0,500,20,0.0370197363541658,P5,semantic_group,2000,M02
delta_overcorrection,0.09078235626551194,0.0560643309320109,0.130171882599071,1.0,500,20,0.08621494524849353,P5,semantic_group,2000,M02
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M02
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,semantic_group,2000,M02
delta_leak_recall,0.8071999999999999,0.7979999999999999,0.8165025,1.0,500,20,0.021199801389337778,P5,semantic_group,2000,M02
delta_deletion_precision,0.22525500000000004,0.20477120833333332,0.24551720833333332,1.0,500,20,0.047133777852193026,P5,semantic_group,2000,M02
delta_legit_retention,0.04778333333333336,0.042649458333333334,0.05301672916666667,1.0,500,20,0.012273540455860227,P5,semantic_group,2000,M02
delta_semantic_group_recall_full,0.8071999999999999,0.798,0.8162,1.0,500,20,0.021199801389337778,P5,semantic_group,2000,M02
delta_semantic_group_recall_any,0.8071999999999999,0.7983,0.8163,1.0,500,20,0.021199801389337778,P5,semantic_group,2000,M02
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M02
delta_legacy_sdr,-0.08734834243460085,-0.12224318546687359,-0.056017668238381876,0.0,500,20,0.07969514387208004,P5,semantic_group,2000,M03
delta_directional_repair,-0.04281841259375542,-0.06616070793627747,-0.022269367996792282,0.0,500,20,0.052907701317124106,P5,semantic_group,2000,M03
delta_same_side_residual,0.04281841259375542,0.022495091100801425,0.06814256355474684,1.0,500,20,0.052907701317124106,P5,semantic_group,2000,M03
delta_overcorrection,0.04304948004120128,0.023670511628237644,0.06521440399533877,1.0,500,20,0.04994970610929054,P5,semantic_group,2000,M03
delta_introduced_distortion,0.0014804497996441551,0.0001762226060256342,0.0036451895430542453,0.9978,500,20,0.004404982844925309,P5,semantic_group,2000,M03
delta_introduced_distortion_zero_opp,0.07415655620444206,0.0233939417300647,0.14800158128088867,1.0,8,6,0.08731985835948378,P5,semantic_group,2000,M03
delta_leak_recall,-0.1781,-0.2118,-0.12429750000000005,0.0,500,20,0.10820930011592789,P5,semantic_group,2000,M03
delta_deletion_precision,-0.05167166666666667,-0.06228345833333334,-0.037669791666666674,0.0,500,20,0.02897567496653152,P5,semantic_group,2000,M03
delta_legit_retention,-0.011192499999999998,-0.014024697916666665,-0.007987499999999998,0.0,500,20,0.0070225940189068276,P5,semantic_group,2000,M03
delta_semantic_group_recall_full,-0.1781,-0.21200000000000002,-0.12539750000000005,0.0,500,20,0.10820930011592789,P5,semantic_group,2000,M03
delta_semantic_group_recall_any,-0.1781,-0.2115025,-0.12399750000000004,0.0,500,20,0.10820930011592789,P5,semantic_group,2000,M03
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M03
delta_legacy_sdr,-0.08671945770069864,-0.1223650515775595,-0.053776630687300535,0.0,500,20,0.07950534010880742,P5,semantic_group,2000,M04
delta_directional_repair,-0.05398217439540716,-0.07968664252282467,-0.03154796705182601,0.0,500,20,0.055820971853491275,P5,semantic_group,2000,M04
delta_same_side_residual,0.05398217439540716,0.03118685321694631,0.079207456467659,1.0,500,20,0.055820971853491275,P5,semantic_group,2000,M04
delta_overcorrection,0.030867196450896067,0.01779601337002849,0.04721813210311219,1.0,500,20,0.03437360563503403,P5,semantic_group,2000,M04
delta_introduced_distortion,0.0018700868543954044,0.000770266236165663,0.0031849357791433265,1.0,500,20,0.0028632115644644934,P5,semantic_group,2000,M04
delta_introduced_distortion_zero_opp,0.09217814484622773,0.048729807985881904,0.14261309277506143,1.0,11,9,0.07611517813834695,P5,semantic_group,2000,M04
delta_leak_recall,-0.1907,-0.20210250000000002,-0.1803,0.0,500,20,0.026360057503331574,P5,semantic_group,2000,M04
delta_deletion_precision,-0.05349666666666666,-0.05985170833333332,-0.04732962500000001,0.0,500,20,0.014920815947461172,P5,semantic_group,2000,M04
delta_legit_retention,-0.011531666666666667,-0.013495895833333332,-0.009743677083333345,0.0,500,20,0.004436603957799535,P5,semantic_group,2000,M04
delta_semantic_group_recall_full,-0.1907,-0.20270000000000002,-0.18030000000000002,0.0,500,20,0.026360057503331574,P5,semantic_group,2000,M04
delta_semantic_group_recall_any,-0.1907,-0.20190000000000002,-0.1799,0.0,500,20,0.026360057503331574,P5,semantic_group,2000,M04
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M04
delta_legacy_sdr,-0.08556651099272576,-0.1199049724018459,-0.05416974678737551,0.0,500,20,0.07721523238686029,P5,semantic_group,2000,M05
delta_directional_repair,-0.049860430818504296,-0.07403412203414414,-0.028946145235821494,0.0,500,20,0.05183009520121199,P5,semantic_group,2000,M05
delta_same_side_residual,0.049860430818504296,0.02916377506793242,0.07451875054520318,1.0,500,20,0.05183009520121199,P5,semantic_group,2000,M05
delta_overcorrection,0.03374635162325581,0.01907941714319427,0.052273727472280825,1.0,500,20,0.039485063460652677,P5,semantic_group,2000,M05
delta_introduced_distortion,0.0019597285509656594,0.000318476676594095,0.003906356646147214,0.9982,500,20,0.004226695633548427,P5,semantic_group,2000,M05
delta_introduced_distortion_zero_opp,0.07261787980855183,0.03088996494883109,0.11707056535156254,0.9998,11,7,0.06387919483104552,P5,semantic_group,2000,M05
delta_leak_recall,-0.19990000000000002,-0.2144025,-0.1851,0.0,500,20,0.033913046705392094,P5,semantic_group,2000,M05
delta_deletion_precision,-0.05592833333333334,-0.06314200000000002,-0.04930629166666667,0.0,500,20,0.016311461456711997,P5,semantic_group,2000,M05
delta_legit_retention,-0.012093333333333331,-0.014317937499999999,-0.010123281250000003,0.0,500,20,0.004883215524595354,P5,semantic_group,2000,M05
delta_semantic_group_recall_full,-0.19990000000000002,-0.21470250000000002,-0.18550000000000003,0.0,500,20,0.033913046705392094,P5,semantic_group,2000,M05
delta_semantic_group_recall_any,-0.19990000000000002,-0.2144,-0.18549750000000004,0.0,500,20,0.033913046705392094,P5,semantic_group,2000,M05
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M05
delta_legacy_sdr,0.13395974966267613,0.08033458937136415,0.1810905439955057,1.0,500,20,0.11886151734627855,P5,semantic_group,2000,M06
delta_directional_repair,0.21521033084625368,0.19592185779619478,0.2353988636490398,1.0,500,20,0.04668813618060759,P5,semantic_group,2000,M06
delta_same_side_residual,-0.21521033084625368,-0.23547164265770054,-0.19587425697127206,0.0,500,20,0.04668813618060759,P5,semantic_group,2000,M06
delta_overcorrection,0.08125058118357756,0.04784934643301359,0.1183510760246696,1.0,500,20,0.08320414616094865,P5,semantic_group,2000,M06
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M06
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,semantic_group,2000,M06
delta_leak_recall,0.7988999999999999,0.7872974999999999,0.8097,1.0,500,20,0.0263776220946548,P5,semantic_group,2000,M06
delta_deletion_precision,0.43972898268398264,0.41740562554112565,0.46020201515151515,1.0,500,20,0.049272735750950564,P5,semantic_group,2000,M06
delta_legit_retention,0.047159583333333345,0.042406854166666674,0.05200400000000001,1.0,500,20,0.011564586709127314,P5,semantic_group,2000,M06
delta_semantic_group_recall_full,0.7988999999999999,0.7878,0.8093,1.0,500,20,0.0263776220946548,P5,semantic_group,2000,M06
delta_semantic_group_recall_any,0.7988999999999999,0.7874000000000001,0.8096,1.0,500,20,0.0263776220946548,P5,semantic_group,2000,M06
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M06
delta_legacy_sdr,-0.002168329155328815,-0.04656325490118715,0.03764936027541744,0.4768,500,20,0.099185422181297,P5,semantic_group,2000,M07
delta_directional_repair,0.08647700979839995,0.07683635609090618,0.09594846960304831,1.0,500,20,0.022853845972092952,P5,semantic_group,2000,M07
delta_same_side_residual,-0.08647700979839995,-0.09601637400410329,-0.07673949736955496,0.0,500,20,0.022853845972092952,P5,semantic_group,2000,M07
delta_overcorrection,0.08864533895372875,0.05560881833553254,0.12543135270237807,1.0,500,20,0.08270354687229484,P5,semantic_group,2000,M07
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M07
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,semantic_group,2000,M07
delta_leak_recall,0.7949999999999999,0.7819974999999999,0.8072025,1.0,500,20,0.030140024098059028,P5,semantic_group,2000,M07
delta_deletion_precision,0.22157,0.20174599999999998,0.24105675,1.0,500,20,0.0455707058105333,P5,semantic_group,2000,M07
delta_legit_retention,0.04693958333333335,0.04220201041666667,0.05206273958333336,1.0,500,20,0.01156982105826082,P5,semantic_group,2000,M07
delta_semantic_group_recall_full,0.7949999999999999,0.7819974999999998,0.8073,1.0,500,20,0.030140024098059028,P5,semantic_group,2000,M07
delta_semantic_group_recall_any,0.7949999999999999,0.7818000000000002,0.8074,1.0,500,20,0.030140024098059028,P5,semantic_group,2000,M07
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M07
delta_legacy_sdr,-0.07710408196597306,-0.1129988632867318,-0.044755133355101305,0.0,500,20,0.07965661722648393,P5,semantic_group,2000,M08
delta_directional_repair,-0.019235194550897915,-0.032267319526781496,-0.007713838266843741,0.0,500,20,0.029693198969694846,P5,semantic_group,2000,M08
delta_same_side_residual,0.019235194550897915,0.007425682384444085,0.03197725700637262,1.0,500,20,0.029693198969694846,P5,semantic_group,2000,M08
delta_overcorrection,0.05786888741507516,0.03403015561977557,0.08585635715711191,1.0,500,20,0.06213324178511633,P5,semantic_group,2000,M08
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M08
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,semantic_group,2000,M08
delta_leak_recall,0.6008,0.4592925,0.7232999999999999,1.0,500,20,0.3077842032812498,P5,semantic_group,2000,M08
delta_deletion_precision,0.16202833333333333,0.12013520833333333,0.19829554166666669,1.0,500,20,0.08970824854340399,P5,semantic_group,2000,M08
delta_legit_retention,0.034188333333333334,0.02531420833333333,0.04212392708333332,1.0,500,20,0.019535088650848024,P5,semantic_group,2000,M08
delta_semantic_group_recall_full,0.6008,0.46148500000000003,0.723505,1.0,500,20,0.3077842032812498,P5,semantic_group,2000,M08
delta_semantic_group_recall_any,0.6008,0.46559749999999994,0.7212074999999999,1.0,500,20,0.3077842032812498,P5,semantic_group,2000,M08
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M08
delta_legacy_sdr,0.0845114393879612,0.03216653461743064,0.13233629173240163,0.999,500,20,0.1174364002641473,P5,semantic_group,2000,M09
delta_directional_repair,0.17417975245013603,0.15752353705762506,0.19131296292622332,1.0,500,20,0.039447569855385695,P5,semantic_group,2000,M09
delta_same_side_residual,-0.17417975245013603,-0.19114804233691626,-0.15752132866001103,0.0,500,20,0.039447569855385695,P5,semantic_group,2000,M09
delta_overcorrection,0.08966831306217489,0.054886392325652435,0.12960344878838245,1.0,500,20,0.08785050018435296,P5,semantic_group,2000,M09
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M09
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,semantic_group,2000,M09
delta_leak_recall,0.7957999999999998,0.7850974999999998,0.8062024999999999,1.0,500,20,0.025255744526324033,P5,semantic_group,2000,M09
delta_deletion_precision,0.5954327272727273,0.5761150303030304,0.6148618787878789,1.0,500,20,0.04665216528971761,P5,semantic_group,2000,M09
delta_legit_retention,0.047027916666666676,0.04214530208333334,0.052360843750000025,1.0,500,20,0.011705723557240628,P5,semantic_group,2000,M09
delta_semantic_group_recall_full,0.7957999999999998,0.7851974999999999,0.8065,1.0,500,20,0.025255744526324033,P5,semantic_group,2000,M09
delta_semantic_group_recall_any,0.7957999999999998,0.7848974999999998,0.8065999999999999,1.0,500,20,0.025255744526324033,P5,semantic_group,2000,M09
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M09
delta_legacy_sdr,0.09619913730317262,0.05002026552894279,0.13573701592023604,0.9996,500,20,0.099725485879468,P5,semantic_group,2000,M10
delta_directional_repair,0.1699013561738597,0.15341284042896852,0.18569503460301173,1.0,500,20,0.03819573122569746,P5,semantic_group,2000,M10
delta_same_side_residual,-0.16990135617385968,-0.18593187840765465,-0.1532168660751341,0.0,500,20,0.03819573122569745,P5,semantic_group,2000,M10
delta_overcorrection,0.07370221887068709,0.046203900963278074,0.10845994543644011,1.0,500,20,0.07228725313500839,P5,semantic_group,2000,M10
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M10
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,semantic_group,2000,M10
delta_leak_recall,0.7956000000000001,0.7840999999999999,0.8065999999999999,1.0,500,20,0.02600080970399109,P5,semantic_group,2000,M10
delta_deletion_precision,0.20494166666666666,0.18959062499999998,0.22083420833333334,1.0,500,20,0.036140908241741945,P5,semantic_group,2000,M10
delta_legit_retention,0.0442086102133161,0.03984494190907132,0.04873949118724413,1.0,500,20,0.010474597112523389,P5,semantic_group,2000,M10
delta_semantic_group_recall_full,0.7956000000000001,0.7839999999999999,0.8064999999999998,1.0,500,20,0.02600080970399109,P5,semantic_group,2000,M10
delta_semantic_group_recall_any,0.7956000000000001,0.7844,0.8062999999999999,1.0,500,20,0.02600080970399109,P5,semantic_group,2000,M10
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M10
delta_legacy_sdr,0.13280796724103866,0.08003806268527383,0.18231454251276222,1.0,500,20,0.12162542214435519,P5,semantic_group,2000,M11
delta_directional_repair,0.2167132185791988,0.19796959130718622,0.23524264359166508,1.0,500,20,0.04412463678295143,P5,semantic_group,2000,M11
delta_same_side_residual,-0.21671321857919876,-0.23519147256692616,-0.19816740844183023,0.0,500,20,0.044124636782951435,P5,semantic_group,2000,M11
delta_overcorrection,0.08390525133816015,0.05076329519051684,0.12340395682233049,1.0,500,20,0.08542436965816487,P5,semantic_group,2000,M11
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M11
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,semantic_group,2000,M11
delta_leak_recall,0.798,0.7853975,0.8103,1.0,500,20,0.029040806136411437,P5,semantic_group,2000,M11
delta_deletion_precision,0.48069155844155853,0.45724142099567094,0.5034918203463203,1.0,500,20,0.05490537750019857,P5,semantic_group,2000,M11
delta_legit_retention,0.047158333333333344,0.042387291666666674,0.05216377083333336,1.0,500,20,0.011758688463683572,P5,semantic_group,2000,M11
delta_semantic_group_recall_full,0.798,0.7853000000000001,0.8102,1.0,500,20,0.029040806136411437,P5,semantic_group,2000,M11
delta_semantic_group_recall_any,0.798,0.7854000000000001,0.8105,1.0,500,20,0.029040806136411437,P5,semantic_group,2000,M11
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,2000,M11
delta_legacy_sdr,0.1563855336476602,0.13791862177485195,0.1744342094291724,1.0,500,20,0.04312362359539321,P6,encoded_column,500,M01
delta_directional_repair,0.16051973982091844,0.14418665970163053,0.17706777220981434,1.0,500,20,0.038456905522741336,P6,encoded_column,500,M01
delta_same_side_residual,-0.16051973982091844,-0.1769620678468902,-0.1441944866269085,0.0,500,20,0.03845690552274134,P6,encoded_column,500,M01
delta_overcorrection,0.004134206173258234,0.0015349081335542698,0.007050140697423155,0.9998,500,20,0.00662128685293756,P6,encoded_column,500,M01
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P6,encoded_column,500,M01
delta_introduced_distortion_zero_opp,,,,,0,0,,P6,encoded_column,500,M01
delta_leak_recall,0.8212000000000002,0.7872975,0.8540024999999999,1.0,500,20,0.07901338993786865,P6,encoded_column,500,M01
delta_deletion_precision,0.8212000000000002,0.7869,0.8540999999999999,1.0,500,20,0.07901338993786865,P6,encoded_column,500,M01
delta_legit_retention,0.048384166666666666,0.043253770833333316,0.053522656250000016,1.0,500,20,0.012195308721986592,P6,encoded_column,500,M01
delta_semantic_group_recall_full,0.8212000000000002,0.7884,0.8534,1.0,500,20,0.07901338993786865,P6,encoded_column,500,M01
delta_semantic_group_recall_any,0.8212000000000002,0.7870975,0.8551025,1.0,500,20,0.07901338993786865,P6,encoded_column,500,M01
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P6,encoded_column,500,M01
delta_legacy_sdr,0.18099437265757218,0.16188870720022203,0.20003841841623668,1.0,500,20,0.04606523571011991,P6,encoded_column,500,M02
delta_directional_repair,0.18286809589720246,0.16444953831408102,0.2007867291682737,1.0,500,20,0.04346528024547754,P6,encoded_column,500,M02
delta_same_side_residual,-0.18286809589720246,-0.20142330144966128,-0.1639569405899192,0.0,500,20,0.04346528024547754,P6,encoded_column,500,M02
delta_overcorrection,0.0018737232396302719,0.00021516768849058775,0.004145614439542009,0.9876,500,20,0.004585877098322859,P6,encoded_column,500,M02
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P6,encoded_column,500,M02
delta_introduced_distortion_zero_opp,,,,,0,0,,P6,encoded_column,500,M02
delta_leak_recall,0.8835,0.8465950000000001,0.9188000000000001,1.0,500,20,0.08391192124076167,P6,encoded_column,500,M02
delta_deletion_precision,0.8835,0.8456000000000001,0.9165025000000001,1.0,500,20,0.08391192124076167,P6,encoded_column,500,M02
delta_legit_retention,0.05221583333333333,0.04615498958333332,0.05805808333333335,1.0,500,20,0.013865702432526428,P6,encoded_column,500,M02
delta_semantic_group_recall_full,0.8835,0.8458975,0.9180025,1.0,500,20,0.08391192124076167,P6,encoded_column,500,M02
delta_semantic_group_recall_any,0.8835,0.8445975,0.9183025,1.0,500,20,0.08391192124076167,P6,encoded_column,500,M02
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P6,encoded_column,500,M02
delta_legacy_sdr,-0.036952705550146805,-0.06138018220467283,-0.015291592434643448,0.0,500,20,0.053748222118989004,P6,encoded_column,500,M03
delta_directional_repair,-0.013128865540122714,-0.02641000324216487,-0.0019665647696868235,0.0088,500,20,0.02965054408350931,P6,encoded_column,500,M03
delta_same_side_residual,0.013128865540122714,0.0016462934142373977,0.02667594367975536,0.9886,500,20,0.02965054408350931,P6,encoded_column,500,M03
delta_overcorrection,0.023340678533863738,0.010551789090130194,0.03811165173832858,1.0,500,20,0.03307682750600968,P6,encoded_column,500,M03
delta_introduced_distortion,0.00048316147616036983,-5.377947027203849e-05,0.0014375399115336932,0.8754,500,20,0.0019427126086869247,P6,encoded_column,500,M03
delta_introduced_distortion_zero_opp,0.022764676170682712,-0.004293592973852737,0.05972372296226053,0.91,8,6,0.04564423853983204,P6,encoded_column,500,M03
delta_leak_recall,0.028799999999999992,-0.045500000000000006,0.13960749999999988,0.6928,500,20,0.21915666110174054,P6,encoded_column,500,M03
delta_deletion_precision,0.028799999999999992,-0.045500000000000006,0.1309,0.692,500,20,0.21915666110174054,P6,encoded_column,500,M03
delta_legit_retention,0.0028862499999999973,-0.0027738541666666645,0.011282364583333333,0.7364,500,20,0.01742678172550744,P6,encoded_column,500,M03
delta_semantic_group_recall_full,0.028799999999999992,-0.04670250000000001,0.13860249999999996,0.7074,500,20,0.21915666110174054,P6,encoded_column,500,M03
delta_semantic_group_recall_any,0.028799999999999992,-0.04530000000000001,0.13540249999999995,0.6922,500,20,0.21915666110174054,P6,encoded_column,500,M03
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P6,encoded_column,500,M03
delta_legacy_sdr,-0.04649465288923553,-0.06790369107859714,-0.02649040677562214,0.0,500,20,0.04863117407705363,P6,encoded_column,500,M04
delta_directional_repair,-0.02959530944232804,-0.045577793856542724,-0.01602915932513719,0.0,500,20,0.03508137367810262,P6,encoded_column,500,M04
delta_same_side_residual,0.02959530944232804,0.01616905579954391,0.045597531190978265,1.0,500,20,0.03508137367810262,P6,encoded_column,500,M04
delta_overcorrection,0.016077164968772442,0.008377981730114482,0.024932966996576926,1.0,500,20,0.019859819395638245,P6,encoded_column,500,M04
delta_introduced_distortion,0.0008221784781350692,0.0001639851924181084,0.0016112710610110188,0.998,500,20,0.001719984545917433,P6,encoded_column,500,M04
delta_introduced_distortion_zero_opp,0.04154593041790903,0.011986138461958408,0.07574689074934231,1.0,11,9,0.05233224957216597,P6,encoded_column,500,M04
delta_leak_recall,-0.05700000000000001,-0.06260000000000002,-0.051600000000000014,0.0,500,20,0.012985822228390793,P6,encoded_column,500,M04
delta_deletion_precision,-0.05700000000000001,-0.06260000000000002,-0.05170000000000001,0.0,500,20,0.012985822228390793,P6,encoded_column,500,M04
delta_legit_retention,-0.0035554166666666707,-0.004326270833333328,-0.0028445625000000107,0.0,500,20,0.0017284687875154536,P6,encoded_column,500,M04
delta_semantic_group_recall_full,-0.05700000000000001,-0.06260000000000002,-0.051600000000000014,0.0,500,20,0.012985822228390793,P6,encoded_column,500,M04
delta_semantic_group_recall_any,-0.05700000000000001,-0.0627,-0.051600000000000014,0.0,500,20,0.012985822228390793,P6,encoded_column,500,M04
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P6,encoded_column,500,M04
delta_legacy_sdr,-0.045025358038111286,-0.06665645837263401,-0.025218261844163647,0.0,500,20,0.047151008503029876,P6,encoded_column,500,M05
delta_directional_repair,-0.026618863415976142,-0.04214684340738071,-0.013398106723760312,0.0,500,20,0.03367054161519115,P6,encoded_column,500,M05
delta_same_side_residual,0.026618863415976142,0.013419186144502396,0.0420584922196122,1.0,500,20,0.03367054161519115,P6,encoded_column,500,M05
delta_overcorrection,0.017267777973744798,0.008878251194165394,0.02695801115304598,1.0,500,20,0.021245663144582993,P6,encoded_column,500,M05
delta_introduced_distortion,0.0011387166483903606,0.00010581967550238807,0.0025985147694668337,0.9986,500,20,0.0029739506590693793,P6,encoded_column,500,M05
delta_introduced_distortion_zero_opp,0.03800961516201968,0.010282454040877723,0.07371086020250768,0.9998,11,7,0.04671328202211214,P6,encoded_column,500,M05
delta_leak_recall,-0.056100000000000004,-0.06350000000000001,-0.04890000000000001,0.0,500,20,0.01722269005212539,P6,encoded_column,500,M05
delta_deletion_precision,-0.056100000000000004,-0.06400000000000003,-0.04890000000000001,0.0,500,20,0.01722269005212539,P6,encoded_column,500,M05
delta_legit_retention,-0.003519583333333341,-0.004376677083333332,-0.002734156250000018,0.0,500,20,0.0019144061326278733,P6,encoded_column,500,M05
delta_semantic_group_recall_full,-0.056100000000000004,-0.06350000000000001,-0.04910000000000001,0.0,500,20,0.01722269005212539,P6,encoded_column,500,M05
delta_semantic_group_recall_any,-0.056100000000000004,-0.0637,-0.04900000000000001,0.0,500,20,0.01722269005212539,P6,encoded_column,500,M05
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P6,encoded_column,500,M05
delta_legacy_sdr,0.04290729767738973,0.038972774042355655,0.046876253103973684,1.0,500,20,0.009357667696968023,P6,encoded_column,500,M06
delta_directional_repair,0.042893209733813706,0.03895541672020424,0.04677045884110412,1.0,500,20,0.009373562162292657,P6,encoded_column,500,M06
delta_same_side_residual,-0.0428932097338137,-0.04691837491406314,-0.03884528560673136,0.0,500,20,0.009373562162292657,P6,encoded_column,500,M06
delta_overcorrection,-1.4087943576048099e-05,-3.29611433335293e-05,0.0,0.0,500,20,3.8441890767980956e-05,P6,encoded_column,500,M06
