metric,mean,ci_lo,ci_hi,p_gt_zero,n_keys,n_tasks,task_sd,policy,contract,budget_bp,archetype
delta_semantic_group_recall_full,0.3599545454545454,0.2934545454545454,0.4118636363636364,1.0,1100,4,0.06742756546118242,P6,encoded_column,500,drifting
delta_semantic_group_recall_any,0.5289545454545455,0.46677272727272723,0.5777272727272728,1.0,1100,4,0.06815124567094413,P6,encoded_column,500,drifting
delta_partial_group_violation_rate,0.169,0.15813636363636363,0.17868181818181822,1.0,1100,4,0.011368604974373989,P6,encoded_column,500,drifting
delta_legacy_sdr,0.06829801796422326,0.06689690823822883,0.06904151349519153,1.0,1100,4,0.001403413115835981,P6,encoded_column,500,interaction
delta_directional_repair,0.07243849211060137,0.06784019881856433,0.07708508228816488,1.0,1100,4,0.005220710023614225,P6,encoded_column,500,interaction
delta_same_side_residual,-0.07243849211060137,-0.07708508228816488,-0.06784019881856433,0.0,1100,4,0.005220710023614225,P6,encoded_column,500,interaction
delta_overcorrection,0.003958493551802037,0.0009010843558501735,0.007661072156248932,0.9942,1100,4,0.003913327473328824,P6,encoded_column,500,interaction
delta_introduced_distortion,0.00018198059457606155,3.495111391594478e-05,0.00038437199635628957,0.996,1100,4,0.00021620392804839726,P6,encoded_column,500,interaction
delta_introduced_distortion_zero_opp,0.03683095257876709,0.019223112653769626,0.046426846933848444,1.0,5,3,0.015269389102277724,P6,encoded_column,500,interaction
delta_leak_recall,0.39159659090909094,0.35701893939393936,0.42020454545454544,1.0,1100,4,0.039689087319339025,P6,encoded_column,500,interaction
delta_deletion_precision,0.5209545454545454,0.4775909090909091,0.5532727272727272,1.0,1100,4,0.04638261643588054,P6,encoded_column,500,interaction
delta_legit_retention,0.03195682956749134,0.02527129010695185,0.04045034132534136,1.0,1100,4,0.0092679176798487,P6,encoded_column,500,interaction
delta_semantic_group_recall_full,0.347,0.3053181818181818,0.3794545454545455,1.0,1100,4,0.046389060171351484,P6,encoded_column,500,interaction
delta_semantic_group_recall_any,0.5176363636363637,0.4676363636363637,0.5532727272727272,1.0,1100,4,0.052616812195531514,P6,encoded_column,500,interaction
delta_partial_group_violation_rate,0.17063636363636364,0.16136363636363638,0.1799090909090909,1.0,1100,4,0.011689744981865377,P6,encoded_column,500,interaction
delta_legacy_sdr,0.05280945517275784,0.018020114615987383,0.08300384547927782,1.0,1100,4,0.03925578223506402,P6,encoded_column,500,linear
delta_directional_repair,0.06393030776172051,0.04139572590125387,0.08642661201094731,1.0,1100,4,0.025006953167440563,P6,encoded_column,500,linear
delta_same_side_residual,-0.06393030776172051,-0.08642661201094733,-0.04139572590125388,0.0,1100,4,0.025006953167440563,P6,encoded_column,500,linear
delta_overcorrection,0.010932558854338638,-0.0009220130140201562,0.023705196634317013,0.9354,1100,4,0.015512660712892444,P6,encoded_column,500,linear
delta_introduced_distortion,0.00018829373462402022,-5.634907949733227e-05,0.0006358868306938165,0.6784,1100,4,0.00045250374103133237,P6,encoded_column,500,linear
delta_introduced_distortion_zero_opp,0.02263541808525615,-0.007434895833333393,0.07937170060331833,0.705,9,3,0.049164537089654105,P6,encoded_column,500,linear
delta_leak_recall,0.3895738636363636,0.3448863636363636,0.42053787878787874,1.0,1100,4,0.04771620257017621,P6,encoded_column,500,linear
delta_deletion_precision,0.5119318181818182,0.46106818181818177,0.5543636363636364,1.0,1100,4,0.05826789915232354,P6,encoded_column,500,linear
delta_legit_retention,0.031264392494760145,0.024376147186147185,0.03817594072594076,1.0,1100,4,0.008829693400677106,P6,encoded_column,500,linear
delta_semantic_group_recall_full,0.34613636363636363,0.2951363636363636,0.3780909090909091,1.0,1100,4,0.05286947907991736,P6,encoded_column,500,linear
delta_semantic_group_recall_any,0.5085000000000001,0.45077272727272727,0.5543636363636364,1.0,1100,4,0.06467539204433287,P6,encoded_column,500,linear
delta_partial_group_violation_rate,0.16236363636363638,0.14845454545454545,0.17627272727272728,1.0,1100,4,0.016424801511226727,P6,encoded_column,500,linear
delta_legacy_sdr,0.060267586530440106,0.031295867153679616,0.08923930590720058,1.0,1100,4,0.03520857932257111,P6,encoded_column,500,nonlinear
delta_directional_repair,0.06748569356852666,0.042626849785052885,0.09234453735200043,1.0,1100,4,0.029054717377520023,P6,encoded_column,500,nonlinear
delta_same_side_residual,-0.06748569356852666,-0.09234453735200043,-0.042626849785052885,0.0,1100,4,0.029054717377520023,P6,encoded_column,500,nonlinear
delta_overcorrection,0.00689165614070009,0.0012794943649273003,0.015458059302924218,1.0,1100,4,0.009012765185118685,P6,encoded_column,500,nonlinear
delta_introduced_distortion,0.0003264508973864515,1.7936061527865372e-05,0.0008976878156565663,0.9958,1100,4,0.0005687617148587714,P6,encoded_column,500,nonlinear
delta_introduced_distortion_zero_opp,0.041846823471466725,0.0076605902777778755,0.10801504629629634,1.0,7,3,0.057313959523557494,P6,encoded_column,500,nonlinear
delta_leak_recall,0.38965530303030305,0.3210340909090909,0.45827651515151513,1.0,1100,4,0.08578031440430905,P6,encoded_column,500,nonlinear
delta_deletion_precision,0.51675,0.43590909090909097,0.5896818181818182,1.0,1100,4,0.09629690013290469,P6,encoded_column,500,nonlinear
delta_legit_retention,0.030169091276370692,0.02898850649350649,0.031349676059234895,1.0,1100,4,0.0013997048722641748,P6,encoded_column,500,nonlinear
delta_semantic_group_recall_full,0.34504545454545454,0.28227272727272723,0.40781818181818186,1.0,1100,4,0.07771082583392505,P6,encoded_column,500,nonlinear
delta_semantic_group_recall_any,0.5113181818181818,0.43413636363636365,0.5788181818181819,1.0,1100,4,0.0907121958687962,P6,encoded_column,500,nonlinear
delta_partial_group_violation_rate,0.1662727272727273,0.149,0.1820909090909091,1.0,1100,4,0.020706262610494585,P6,encoded_column,500,nonlinear
delta_legacy_sdr,0.036243935839844595,0.0011844684844191178,0.07130340319527007,0.9816,1100,4,0.04171751236622617,P6,encoded_column,500,sparse
delta_directional_repair,0.050207269536860395,0.02555186715321507,0.07486267192050572,1.0,1100,4,0.030016271765702835,P6,encoded_column,500,sparse
delta_same_side_residual,-0.050207269536860395,-0.07486267192050572,-0.02555186715321507,0.0,1100,4,0.030016271765702835,P6,encoded_column,500,sparse
delta_overcorrection,0.013828572643796543,0.0035473989498960197,0.024109746337697066,0.997,1100,4,0.012258470111404442,P6,encoded_column,500,sparse
delta_introduced_distortion,0.0001347610532192478,0.0,0.00038647849664833937,0.938,1100,4,0.0002539424444568631,P6,encoded_column,500,sparse
delta_introduced_distortion_zero_opp,0.07248648516139093,0.00326418821839074,0.1417087821043911,1.0,3,2,0.0978951111554085,P6,encoded_column,500,sparse
delta_leak_recall,0.36656060606060603,0.294875,0.43824621212121206,1.0,1100,4,0.08333893668030187,P6,encoded_column,500,sparse
delta_deletion_precision,0.48924999999999996,0.4117272727272727,0.5667727272727272,1.0,1100,4,0.09056487484932461,P6,encoded_column,500,sparse
delta_legit_retention,0.028719081041507513,0.025978854723707645,0.03212462121212122,1.0,1100,4,0.003801247296358497,P6,encoded_column,500,sparse
delta_semantic_group_recall_full,0.32336363636363635,0.2579090909090909,0.3888181818181818,1.0,1100,4,0.07681117056044003,P6,encoded_column,500,sparse
delta_semantic_group_recall_any,0.4863181818181818,0.4117272727272727,0.5609090909090909,1.0,1100,4,0.08809491187703516,P6,encoded_column,500,sparse
delta_partial_group_violation_rate,0.16295454545454544,0.14954545454545454,0.17695454545454548,1.0,1100,4,0.014935213626212585,P6,encoded_column,500,sparse
delta_legacy_sdr,0.04942068532003206,-0.009464049031487549,0.0798134058703716,0.9526,1100,4,0.058739637515495845,P6,encoded_column,1000,drifting
delta_directional_repair,0.06905063479101843,0.03705082403012115,0.08746232119265468,1.0,1100,4,0.0319007016577366,P6,encoded_column,1000,drifting
delta_same_side_residual,-0.06905063479101843,-0.08746232119265468,-0.03705082403012115,0.0,1100,4,0.0319007016577366,P6,encoded_column,1000,drifting
delta_overcorrection,0.019172356274635725,0.003253804616793944,0.04484139069044766,1.0,1100,4,0.02649659732270133,P6,encoded_column,1000,drifting
delta_introduced_distortion,0.00045759319635064316,5.891315388522005e-06,0.0012103837612266908,0.9964,1100,4,0.0007741557230041625,P6,encoded_column,1000,drifting
delta_introduced_distortion_zero_opp,0.08124406835859561,0.003240223463687103,0.2213636523142788,1.0,6,3,0.12160687206192121,P6,encoded_column,1000,drifting
delta_leak_recall,0.4838901515151515,0.4197727272727273,0.5480075757575757,1.0,1100,4,0.0774473333048139,P6,encoded_column,1000,drifting
delta_deletion_precision,0.38965151515151514,0.3213484848484848,0.47647727272727275,1.0,1100,4,0.09678108076542158,P6,encoded_column,1000,drifting
delta_legit_retention,0.044639861804861805,0.03817919913419911,0.05110052447552449,1.0,1100,4,0.008046561050858386,P6,encoded_column,1000,drifting
delta_semantic_group_recall_full,0.42313636363636364,0.3577272727272727,0.48854545454545456,1.0,1100,4,0.0770991097696512,P6,encoded_column,1000,drifting
delta_semantic_group_recall_any,0.5281363636363636,0.469,0.5872727272727273,1.0,1100,4,0.07093012508538316,P6,encoded_column,1000,drifting
delta_partial_group_violation_rate,0.105,0.09790909090909089,0.11454545454545456,1.0,1100,4,0.009813130013464472,P6,encoded_column,1000,drifting
delta_legacy_sdr,0.07202727386895605,0.065114322506285,0.07943832646303778,1.0,1100,4,0.008925006621336417,P6,encoded_column,1000,interaction
delta_directional_repair,0.08579572225115953,0.0795761476640064,0.09070405054848847,1.0,1100,4,0.006948295330137308,P6,encoded_column,1000,interaction
delta_same_side_residual,-0.08579572225115953,-0.09070405054848847,-0.0795761476640064,0.0,1100,4,0.006948295330137308,P6,encoded_column,1000,interaction
delta_overcorrection,0.013588884460579587,0.0050299427948001275,0.022720813743398245,1.0,1100,4,0.0110857546783187,P6,encoded_column,1000,interaction
delta_introduced_distortion,0.0001795639216238683,2.19442137159456e-05,0.0004034106225121155,0.997,1100,4,0.00023775434285949968,P6,encoded_column,1000,interaction
delta_introduced_distortion_zero_opp,0.033863632949525276,0.01206931754377008,0.047964707468839664,1.0,5,3,0.01914443054704945,P6,encoded_column,1000,interaction
delta_leak_recall,0.47446212121212117,0.44382196969696963,0.5198238636363637,1.0,1100,4,0.04753606761409506,P6,encoded_column,1000,interaction
delta_deletion_precision,0.38701515151515153,0.30206818181818185,0.49424999999999997,1.0,1100,4,0.11667492690159742,P6,encoded_column,1000,interaction
delta_legit_retention,0.043779752208575724,0.036290703463203434,0.05234607671740026,1.0,1100,4,0.009032925448258913,P6,encoded_column,1000,interaction
delta_semantic_group_recall_full,0.4153636363636364,0.3880909090909091,0.46136363636363636,1.0,1100,4,0.04590239975241277,P6,encoded_column,1000,interaction
delta_semantic_group_recall_any,0.5175909090909091,0.4948181818181818,0.5529545454545455,1.0,1100,4,0.03647146890484581,P6,encoded_column,1000,interaction
delta_partial_group_violation_rate,0.10222727272727272,0.09054545454545454,0.11795454545454545,1.0,1100,4,0.016114859764644548,P6,encoded_column,1000,interaction
delta_legacy_sdr,0.025564167214181227,-0.0737534161115466,0.09153029122325798,0.7408,1100,4,0.10295016629558756,P6,encoded_column,1000,linear
delta_directional_repair,0.06800769989358245,0.02877491033412998,0.10016563552788713,1.0,1100,4,0.039736983025724516,P6,encoded_column,1000,linear
delta_same_side_residual,-0.06800769989358245,-0.10016563552788713,-0.02877491033412998,0.0,1100,4,0.039736983025724516,P6,encoded_column,1000,linear
delta_overcorrection,0.04222917235317826,0.00030475257010079837,0.10351990404105883,0.9836,1100,4,0.06500122347107114,P6,encoded_column,1000,linear
delta_introduced_distortion,0.00021436032622296582,-6.459485557545899e-05,0.0007240215574866312,0.6852,1100,4,0.0005157472238488676,P6,encoded_column,1000,linear
delta_introduced_distortion_zero_opp,0.025724221692987548,-0.008773437500000068,0.09044117647058829,0.6944,9,3,0.05608733614244735,P6,encoded_column,1000,linear
delta_leak_recall,0.49684469696969696,0.44396780303030303,0.5262954545454546,1.0,1100,4,0.053362960413353505,P6,encoded_column,1000,linear
delta_deletion_precision,0.3875833333333333,0.31138636363636363,0.4708939393939393,1.0,1100,4,0.08937594879746218,P6,encoded_column,1000,linear
delta_legit_retention,0.04393902166460989,0.038334696969696935,0.049543346359522844,1.0,1100,4,0.00693580281226234,P6,encoded_column,1000,linear
delta_semantic_group_recall_full,0.4385909090909091,0.3853181818181818,0.46654545454545454,1.0,1100,4,0.05351313527894737,P6,encoded_column,1000,linear
delta_semantic_group_recall_any,0.5385,0.49486363636363634,0.5680000000000001,1.0,1100,4,0.04581466436714759,P6,encoded_column,1000,linear
delta_partial_group_violation_rate,0.0999090909090909,0.08627272727272728,0.11036363636363634,1.0,1100,4,0.01405028356722949,P6,encoded_column,1000,linear
delta_legacy_sdr,0.06506435213042863,0.03674056675384796,0.0933881375070093,1.0,1100,4,0.03323690123384843,P6,encoded_column,1000,nonlinear
delta_directional_repair,0.07807927207474932,0.05316727073563009,0.10299127341386857,1.0,1100,4,0.02918306629110908,P6,encoded_column,1000,nonlinear
delta_same_side_residual,-0.07807927207474932,-0.10299127341386857,-0.053167270735630094,0.0,1100,4,0.02918306629110907,P6,encoded_column,1000,nonlinear
delta_overcorrection,0.012657800022690058,0.0076827976026253315,0.018240297788149368,1.0,1100,4,0.006160567509514087,P6,encoded_column,1000,nonlinear
delta_introduced_distortion,0.00035711992163064374,4.5501505324727446e-05,0.0008769322691197693,0.996,1100,4,0.0005211292012463032,P6,encoded_column,1000,nonlinear
delta_introduced_distortion_zero_opp,0.04819850679630585,0.015928819444444395,0.10364087301587305,1.0,7,3,0.048229460600950694,P6,encoded_column,1000,nonlinear
delta_leak_recall,0.4714318181818181,0.37094886363636365,0.5619431818181818,1.0,1100,4,0.12017071493074606,P6,encoded_column,1000,nonlinear
delta_deletion_precision,0.3677424242424242,0.33347727272727273,0.40087878787878783,1.0,1100,4,0.04283189783676114,P6,encoded_column,1000,nonlinear
delta_legit_retention,0.04268883256449432,0.04012247835497833,0.044368446014769525,1.0,1100,4,0.0026812349573483033,P6,encoded_column,1000,nonlinear
delta_semantic_group_recall_full,0.4117272727272727,0.3089090909090909,0.49790909090909097,1.0,1100,4,0.11800065368451337,P6,encoded_column,1000,nonlinear
delta_semantic_group_recall_any,0.5092272727272728,0.41354545454545455,0.5828181818181819,1.0,1100,4,0.10534104393440424,P6,encoded_column,1000,nonlinear
delta_partial_group_violation_rate,0.0975,0.0849090909090909,0.11086363636363636,1.0,1100,4,0.014630339434063822,P6,encoded_column,1000,nonlinear
delta_legacy_sdr,0.027603668598922486,-0.019562220086789647,0.06739703528094174,0.8384,1100,4,0.054492430614693665,P6,encoded_column,1000,sparse
delta_directional_repair,0.05924021425392169,0.02891839309922424,0.08893948832178919,1.0,1100,4,0.038021505534205344,P6,encoded_column,1000,sparse
delta_same_side_residual,-0.05924021425392169,-0.08893948832178919,-0.028918393099224237,0.0,1100,4,0.038021505534205344,P6,encoded_column,1000,sparse
delta_overcorrection,0.031440434840489646,0.015368331732022456,0.05062545508396165,1.0,1100,4,0.021401674669110714,P6,encoded_column,1000,sparse
delta_introduced_distortion,0.0001961108145095499,0.0,0.00047370829253596435,0.9434,1100,4,0.0002991389880168152,P6,encoded_column,1000,sparse
delta_introduced_distortion_zero_opp,0.0973537341392563,0.021014427681992312,0.17369304059652027,1.0,3,2,0.1079600825340187,P6,encoded_column,1000,sparse
delta_leak_recall,0.4492102272727272,0.3478446969696969,0.5505757575757575,1.0,1100,4,0.11914260103228909,P6,encoded_column,1000,sparse
delta_deletion_precision,0.34869696969696967,0.29143939393939394,0.40595454545454546,1.0,1100,4,0.06619154385193245,P6,encoded_column,1000,sparse
delta_legit_retention,0.04005321213100624,0.03622079322638144,0.043885631035631034,1.0,1100,4,0.00445923938277066,P6,encoded_column,1000,sparse
delta_semantic_group_recall_full,0.3916818181818182,0.2953636363636364,0.48800000000000004,1.0,1100,4,0.11421524071734566,P6,encoded_column,1000,sparse
delta_semantic_group_recall_any,0.4866818181818181,0.3989090909090909,0.5744545454545454,1.0,1100,4,0.10344526506812081,P6,encoded_column,1000,sparse
delta_partial_group_violation_rate,0.095,0.08645454545454545,0.10563636363636364,1.0,1100,4,0.01196919830184882,P6,encoded_column,1000,sparse
delta_legacy_sdr,0.02664117680472727,-0.06887047918645144,0.07925100785971234,0.7334,1100,4,0.09580905475152866,P6,encoded_column,2000,drifting
delta_directional_repair,0.07661672764993219,0.04474897935177714,0.09505539528876278,1.0,1100,4,0.032472417508192616,P6,encoded_column,2000,drifting
delta_same_side_residual,-0.07661672764993219,-0.09505539528876278,-0.04474897935177714,0.0,1100,4,0.03247241750819261,P6,encoded_column,2000,drifting
delta_overcorrection,0.049488470776598154,0.014359807907444323,0.11257359506897678,1.0,1100,4,0.06278196939847068,P6,encoded_column,2000,drifting
delta_introduced_distortion,0.00048708006860677383,4.8459226112857406e-05,0.0010458634692518177,0.9958,1100,4,0.0006205575166786261,P6,encoded_column,2000,drifting
delta_introduced_distortion_zero_opp,0.08626586272156471,0.02665257436207157,0.18729954030248797,1.0,6,3,0.08796930373094014,P6,encoded_column,2000,drifting
delta_leak_recall,0.5176969696969698,0.4915795454545454,0.5437348484848485,1.0,1100,4,0.03299024769867729,P6,encoded_column,2000,drifting
delta_deletion_precision,0.2281969696969697,0.20699696969696968,0.2493969696969697,1.0,1100,4,0.024894275866578944,P6,encoded_column,2000,drifting
delta_legit_retention,0.05536741270983919,0.047621471861471865,0.06357187812187813,1.0,1100,4,0.010005045018224287,P6,encoded_column,2000,drifting
delta_semantic_group_recall_full,0.46549999999999997,0.4350909090909091,0.4918181818181818,1.0,1100,4,0.03524409178159713,P6,encoded_column,2000,drifting
delta_semantic_group_recall_any,0.4731363636363637,0.45218181818181824,0.49322727272727274,1.0,1100,4,0.024973098473816173,P6,encoded_column,2000,drifting
delta_partial_group_violation_rate,0.007636363636363636,-0.0002727272727272717,0.018227272727272727,0.939,1100,4,0.011423237637671807,P6,encoded_column,2000,drifting
delta_legacy_sdr,0.06383898671887342,0.06176541448428015,0.06591255895346668,1.0,1100,4,0.002466417693392849,P6,encoded_column,2000,interaction
delta_directional_repair,0.09063563825583427,0.08454362365423412,0.09672765285743441,1.0,1100,4,0.007082761458698572,P6,encoded_column,2000,interaction
delta_same_side_residual,-0.09063563825583426,-0.0967276528574344,-0.08454362365423412,0.0,1100,4,0.007082761458698572,P6,encoded_column,2000,interaction
delta_overcorrection,0.026593141938184586,0.020681659043603327,0.03250462483276584,1.0,1100,4,0.007481677654100654,P6,encoded_column,2000,interaction
delta_introduced_distortion,0.00020350959877626343,4.4159606689785387e-05,0.0004242961653722456,0.9962,1100,4,0.00022940524138614915,P6,encoded_column,2000,interaction
delta_introduced_distortion_zero_opp,0.042237876149702785,0.029564595987953704,0.04857556735876393,1.0,5,3,0.01097538261968609,P6,encoded_column,2000,interaction
delta_leak_recall,0.475905303030303,0.44404166666666667,0.5037424242424242,1.0,1100,4,0.036332759144501285,P6,encoded_column,2000,interaction
delta_deletion_precision,0.21289015151515153,0.1803151515151515,0.24592651515151515,1.0,1100,4,0.03641125319875892,P6,encoded_column,2000,interaction
delta_legit_retention,0.052199276507805925,0.04157066844919787,0.06480493672993673,1.0,1100,4,0.01312568197027623,P6,encoded_column,2000,interaction
delta_semantic_group_recall_full,0.42581818181818176,0.3987727272727273,0.45113636363636367,1.0,1100,4,0.030276958481261523,P6,encoded_column,2000,interaction
delta_semantic_group_recall_any,0.42986363636363634,0.3991818181818182,0.4605454545454546,1.0,1100,4,0.03898417422776051,P6,encoded_column,2000,interaction
delta_partial_group_violation_rate,0.004045454545454545,-0.006,0.019499999999999997,0.6972,1100,4,0.01577344771736864,P6,encoded_column,2000,interaction
delta_legacy_sdr,-0.001324280723322753,-0.11962404176462915,0.09015427270414944,0.4704,1100,4,0.12350210018827018,P6,encoded_column,2000,linear
delta_directional_repair,0.07339336908380376,0.030857668526326557,0.11210207326334057,1.0,1100,4,0.044514624090681056,P6,encoded_column,2000,linear
delta_same_side_residual,-0.07339336908380376,-0.11210207326334057,-0.030857668526326557,0.0,1100,4,0.044514624090681056,P6,encoded_column,2000,linear
delta_overcorrection,0.07431982713894805,0.020442014629540144,0.15029935426462912,1.0,1100,4,0.08036872230100459,P6,encoded_column,2000,linear
delta_introduced_distortion,0.00039782266817845564,2.9430944131489173e-05,0.001004875128585696,0.998,1100,4,0.0006213991870397025,P6,encoded_column,2000,linear
delta_introduced_distortion_zero_opp,0.0514153186309135,0.0040467548180797615,0.12101951357466073,1.0,9,3,0.061574946541786454,P6,encoded_column,2000,linear
delta_leak_recall,0.49260037878787877,0.4490113636363636,0.5202916666666666,1.0,1100,4,0.04499716617569348,P6,encoded_column,2000,linear
delta_deletion_precision,0.2119189393939394,0.1871787878787879,0.23489015151515152,1.0,1100,4,0.029178124038496317,P6,encoded_column,2000,linear
delta_legit_retention,0.05118739510489511,0.043585454545454545,0.058789335664335675,1.0,1100,4,0.009411326976427667,P6,encoded_column,2000,linear
delta_semantic_group_recall_full,0.44445454545454544,0.39881818181818185,0.4742727272727273,1.0,1100,4,0.04792061847400481,P6,encoded_column,2000,linear
delta_semantic_group_recall_any,0.4541363636363636,0.42054545454545456,0.4764545454545455,1.0,1100,4,0.03535709217317158,P6,encoded_column,2000,linear
delta_partial_group_violation_rate,0.00968181818181818,0.0021818181818181828,0.022136363636363635,1.0,1100,4,0.01262676766666707,P6,encoded_column,2000,linear
delta_legacy_sdr,0.0367300990758731,-0.04587728829631771,0.10534781934132056,0.8134,1100,4,0.09452499778640756,P6,encoded_column,2000,nonlinear
delta_directional_repair,0.08156124302423216,0.045835867040945145,0.11728661900751919,1.0,1100,4,0.04245592884961799,P6,encoded_column,2000,nonlinear
delta_same_side_residual,-0.08156124302423216,-0.11728661900751919,-0.045835867040945145,0.0,1100,4,0.04245592884961799,P6,encoded_column,2000,nonlinear
delta_overcorrection,0.044095182001492095,0.011833682605677777,0.09827619399818077,1.0,1100,4,0.055098727108935555,P6,encoded_column,2000,nonlinear
delta_introduced_distortion,0.0007359619468669604,6.359822180134682e-05,0.0019119741146760036,0.9966,1100,4,0.0011674601848865656,P6,encoded_column,2000,nonlinear
delta_introduced_distortion_zero_opp,0.09704937279862526,0.028907191643230235,0.2272619047619048,1.0,7,3,0.11280821951949384,P6,encoded_column,2000,nonlinear
delta_leak_recall,0.49559469696969694,0.46795075757575755,0.5232386363636363,1.0,1100,4,0.032518860635968226,P6,encoded_column,2000,nonlinear
delta_deletion_precision,0.22302954545454545,0.19980151515151515,0.24608787878787877,1.0,1100,4,0.029512149306482098,P6,encoded_column,2000,nonlinear
delta_legit_retention,0.05472349606276077,0.046178061497326214,0.06469684482184483,1.0,1100,4,0.011516234901368631,P6,encoded_column,2000,nonlinear
delta_semantic_group_recall_full,0.44027272727272726,0.4116363636363636,0.46890909090909094,1.0,1100,4,0.03378020024177858,P6,encoded_column,2000,nonlinear
delta_semantic_group_recall_any,0.4493181818181818,0.42968181818181816,0.4679090909090909,1.0,1100,4,0.02398409711872747,P6,encoded_column,2000,nonlinear
delta_partial_group_violation_rate,0.009045454545454544,-0.0013636363636363646,0.023136363636363635,0.9414,1100,4,0.014908628965496927,P6,encoded_column,2000,nonlinear
delta_legacy_sdr,0.011883530568299605,-0.049684082001124286,0.07075112249511432,0.626,1100,4,0.07627586583462409,P6,encoded_column,2000,sparse
delta_directional_repair,0.06528124590997621,0.033104601011738344,0.09761569832088324,1.0,1100,4,0.0401386166907367,P6,encoded_column,2000,sparse
delta_same_side_residual,-0.06528124590997621,-0.09745789080821407,-0.033104601011738344,0.0,1100,4,0.0401386166907367,P6,encoded_column,2000,sparse
delta_overcorrection,0.053240021930494964,0.024420182309413445,0.09067070705484692,1.0,1100,4,0.03957265908273121,P6,encoded_column,2000,sparse
delta_introduced_distortion,0.0001576934111816389,0.0,0.0003842528432627852,0.9342,1100,4,0.00024293187702593185,P6,encoded_column,2000,sparse
delta_introduced_distortion_zero_opp,0.07858886537403935,0.016285021551724125,0.14089270919635458,1.0,3,2,0.08811094092149337,P6,encoded_column,2000,sparse
delta_leak_recall,0.47377083333333336,0.4148238636363636,0.5254734848484848,1.0,1100,4,0.06880672337183147,P6,encoded_column,2000,sparse
delta_deletion_precision,0.20728257575757575,0.1884340909090909,0.21891363636363637,1.0,1100,4,0.019095959949935744,P6,encoded_column,2000,sparse
delta_legit_retention,0.050092630898513256,0.04347164502164502,0.05579103249691486,1.0,1100,4,0.007115290850591526,P6,encoded_column,2000,sparse
delta_semantic_group_recall_full,0.42400000000000004,0.36372727272727273,0.4717272727272728,1.0,1100,4,0.0672040599586895,P6,encoded_column,2000,sparse
delta_semantic_group_recall_any,0.4333636363636364,0.3834090909090909,0.4737272727272728,1.0,1100,4,0.056120786699087856,P6,encoded_column,2000,sparse
delta_partial_group_violation_rate,0.009363636363636364,0.001999999999999999,0.019772727272727275,1.0,1100,4,0.011190806931567281,P6,encoded_column,2000,sparse
delta_legacy_sdr,0.10795313360765532,0.06230158966095306,0.13276617564880164,1.0,1100,4,0.0454751798586896,P6,semantic_group,500,drifting
delta_directional_repair,0.11593792383198998,0.08361371073350618,0.13385027513438652,1.0,1100,4,0.032550511432666726,P6,semantic_group,500,drifting
delta_same_side_residual,-0.11593792383198998,-0.13385027513438652,-0.08361371073350618,0.0,1100,4,0.032550511432666726,P6,semantic_group,500,drifting
delta_overcorrection,0.007707233539042235,0.0007551947304370182,0.02007348430899767,1.0,1100,4,0.0125577279456535,P6,semantic_group,500,drifting
delta_introduced_distortion,0.00027755668529241237,-6.250943681111424e-06,0.0006880389323278052,0.938,1100,4,0.0004380894251136282,P6,semantic_group,500,drifting
delta_introduced_distortion_zero_opp,0.04717519852213282,-0.0034380190246112836,0.12614047092676428,0.9626,6,3,0.0692858248526939,P6,semantic_group,500,drifting
delta_leak_recall,0.5911818181818181,0.5189090909090909,0.645,1.0,1100,4,0.07658344986606722,P6,semantic_group,500,drifting
delta_deletion_precision,0.5911818181818181,0.5189090909090909,0.645,1.0,1100,4,0.07658344986606722,P6,semantic_group,500,drifting
delta_legit_retention,0.03479037903273197,0.025711277056277036,0.0438694810091869,1.0,1100,4,0.011390112993814518,P6,semantic_group,500,drifting
delta_semantic_group_recall_full,0.5911818181818181,0.5189090909090909,0.645,1.0,1100,4,0.07658344986606722,P6,semantic_group,500,drifting
delta_semantic_group_recall_any,0.5911818181818181,0.5189090909090909,0.645,1.0,1100,4,0.07658344986606722,P6,semantic_group,500,drifting
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1100,4,0.0,P6,semantic_group,500,drifting
delta_legacy_sdr,0.12495373562316933,0.12142020820234943,0.12909631173092892,1.0,1100,4,0.004827046969347475,P6,semantic_group,500,interaction
delta_directional_repair,0.12900298899203985,0.1237673535067487,0.13364884097125856,1.0,1100,4,0.006001039520086555,P6,semantic_group,500,interaction
delta_same_side_residual,-0.12900298899203985,-0.13364884097125856,-0.1237673535067487,0.0,1100,4,0.006001039520086555,P6,semantic_group,500,interaction
delta_overcorrection,0.0038759253822925124,0.0008561337149893443,0.007606535123362927,0.996,1100,4,0.003944116194804875,P6,semantic_group,500,interaction
delta_introduced_distortion,0.00017332798657798766,3.1197071011271454e-05,0.0003723364632428115,0.9948,1100,4,0.00021140328302547885,P6,semantic_group,500,interaction
delta_introduced_distortion_zero_opp,0.034486060225936706,0.0171583890561993,0.04360130227898815,1.0,5,3,0.015012991338318592,P6,semantic_group,500,interaction
delta_leak_recall,0.5713636363636364,0.5253181818181818,0.6060000000000001,1.0,1100,4,0.05062398521242554,P6,semantic_group,500,interaction
delta_deletion_precision,0.5713636363636364,0.5253181818181818,0.6060000000000001,1.0,1100,4,0.05062398521242554,P6,semantic_group,500,interaction
delta_legit_retention,0.034063817506023386,0.02437899732620316,0.04493902763902768,1.0,1100,4,0.012220986685820716,P6,semantic_group,500,interaction
