metric,mean,ci_lo,ci_hi,p_gt_zero,n_keys,n_tasks,task_sd,policy,contract,budget_bp,mechanism_family
delta_semantic_group_recall_full,0.275175,0.21872375,0.32469999999999993,1.0,2000,20,0.12270324439154218,P5,semantic_group,1000,structured
delta_semantic_group_recall_any,0.275175,0.22277,0.324950625,1.0,2000,20,0.12270324439154218,P5,semantic_group,1000,structured
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P5,semantic_group,1000,structured
delta_legacy_sdr,0.09019963126288963,0.04116792405814783,0.13351252356317297,0.9998,2000,20,0.10730661986919819,P5,semantic_group,2000,boundary
delta_directional_repair,0.17207547884942803,0.1559984743002127,0.18792888923929896,1.0,2000,20,0.03754493683865939,P5,semantic_group,2000,boundary
delta_same_side_residual,-0.17207547884942803,-0.1877148941719242,-0.1560943747370479,0.0,2000,20,0.0375449368386594,P5,semantic_group,2000,boundary
delta_overcorrection,0.0818758475865384,0.050753870810677816,0.11695086287086759,1.0,2000,20,0.07815487545676239,P5,semantic_group,2000,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P5,semantic_group,2000,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,semantic_group,2000,boundary
delta_leak_recall,0.7968749999999999,0.78784875,0.805000625,1.0,2000,20,0.020036069448556224,P5,semantic_group,2000,boundary
delta_deletion_precision,0.336733051948052,0.3182731532738095,0.3547728152056277,1.0,2000,20,0.042555684949479006,P5,semantic_group,2000,boundary
delta_legit_retention,0.046366527553329026,0.041567106521695214,0.05115709984984379,1.0,2000,20,0.011284585295668222,P5,semantic_group,2000,boundary
delta_semantic_group_recall_full,0.7968749999999999,0.788025,0.8049006249999999,1.0,2000,20,0.020036069448556224,P5,semantic_group,2000,boundary
delta_semantic_group_recall_any,0.7968749999999999,0.787775,0.804875,1.0,2000,20,0.020036069448556224,P5,semantic_group,2000,boundary
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P5,semantic_group,2000,boundary
delta_legacy_sdr,0.005218626221401425,-0.03982331285137602,0.044903379986029314,0.598,1500,20,0.09980505142278197,P5,semantic_group,2000,simple
delta_directional_repair,0.08073539697433271,0.0659563618624032,0.09519549046610162,1.0,1500,20,0.03422638288981201,P5,semantic_group,2000,simple
delta_same_side_residual,-0.08073539697433271,-0.09492949670301498,-0.06590674909151548,0.0,1500,20,0.03422638288981201,P5,semantic_group,2000,simple
delta_overcorrection,0.07502328748638323,0.047861983653810884,0.10446792689797064,1.0,1500,20,0.06897979749811939,P5,semantic_group,2000,simple
delta_introduced_distortion,0.0004934832665480518,5.4886637331041596e-05,0.001205731206378616,0.9964,1500,20,0.0014683276149751031,P5,semantic_group,2000,simple
delta_introduced_distortion_zero_opp,0.07415655620444206,0.024131187878579284,0.14724543138497628,1.0,8,6,0.08731985835948378,P5,semantic_group,2000,simple
delta_leak_recall,0.4749,0.45653333333333335,0.4955341666666667,1.0,1500,20,0.04491305440671286,P5,semantic_group,2000,simple
delta_deletion_precision,0.13178444444444443,0.12011886111111114,0.14322093055555551,1.0,1500,20,0.026630699770010095,P5,semantic_group,2000,simple
delta_legit_retention,0.02783388888888889,0.02513725694444445,0.030453479166666676,1.0,1500,20,0.006276341928121869,P5,semantic_group,2000,simple
delta_semantic_group_recall_full,0.4749,0.4568325000000001,0.4955691666666666,1.0,1500,20,0.04491305440671286,P5,semantic_group,2000,simple
delta_semantic_group_recall_any,0.4749,0.457065,0.4956666666666666,1.0,1500,20,0.04491305440671286,P5,semantic_group,2000,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P5,semantic_group,2000,simple
delta_legacy_sdr,-0.04121965281785907,-0.07988305416320392,-0.006629059244237588,0.0092,2000,20,0.08684431248944571,P5,semantic_group,2000,structured
delta_directional_repair,0.012775488171331673,-0.00475692884811962,0.02836286471432075,0.9274,2000,20,0.03851842765479575,P5,semantic_group,2000,structured
delta_same_side_residual,-0.012775488171331673,-0.028291266696402848,0.003805842894414191,0.069,2000,20,0.038518427654795746,P5,semantic_group,2000,structured
delta_overcorrection,0.053037687137850474,0.033783527948776426,0.07590273264624325,1.0,2000,20,0.05090092285502845,P5,semantic_group,2000,structured
delta_introduced_distortion,0.0009574538513402658,0.00047780462256377513,0.0015149691154725676,1.0,2000,20,0.0012245962129249716,P5,semantic_group,2000,structured
delta_introduced_distortion_zero_opp,0.08819343129087052,0.05170075703288751,0.1287674880924374,1.0,22,13,0.07335055497591492,P5,semantic_group,2000,structured
delta_leak_recall,0.2515,0.21275,0.28490125,1.0,2000,20,0.08483187707708142,P5,semantic_group,2000,structured
delta_deletion_precision,0.16200901515151517,0.15082779261363638,0.17327773106060607,1.0,2000,20,0.02666182860805846,P5,semantic_group,2000,structured
delta_legit_retention,0.014397812500000001,0.012075476562500001,0.016603289062500002,1.0,2000,20,0.005372833120740834,P5,semantic_group,2000,structured
delta_semantic_group_recall_full,0.2515,0.21187437499999998,0.28437625,1.0,2000,20,0.08483187707708142,P5,semantic_group,2000,structured
delta_semantic_group_recall_any,0.2515,0.213624375,0.284376875,1.0,2000,20,0.08483187707708142,P5,semantic_group,2000,structured
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P5,semantic_group,2000,structured
delta_legacy_sdr,0.09766785730510927,0.08732433867028207,0.10791406093846756,1.0,2000,20,0.02391294389216072,P6,encoded_column,500,boundary
delta_directional_repair,0.10027545681451944,0.09134706497512454,0.10942593112643605,1.0,2000,20,0.021288185000636548,P6,encoded_column,500,boundary
delta_same_side_residual,-0.10027545681451944,-0.10917527953535122,-0.09124447568997293,0.0,2000,20,0.02128818500063655,P6,encoded_column,500,boundary
delta_overcorrection,0.002607599509410153,0.0011505089447675792,0.0043527807565124175,1.0,2000,20,0.003737712232372759,P6,encoded_column,500,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P6,encoded_column,500,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P6,encoded_column,500,boundary
delta_leak_recall,0.5414010416666667,0.5248878645833333,0.5567460416666669,1.0,2000,20,0.036768416236222394,P6,encoded_column,500,boundary
delta_deletion_precision,0.7693125000000001,0.7506615625,0.78781625,1.0,2000,20,0.044219315483644786,P6,encoded_column,500,boundary
delta_legit_retention,0.045713619249622944,0.04189415628400399,0.04974592376878638,1.0,2000,20,0.009218752271957538,P6,encoded_column,500,boundary
delta_semantic_group_recall_full,0.4425,0.42869874999999996,0.45554999999999995,1.0,2000,20,0.031377581671934926,P6,encoded_column,500,boundary
delta_semantic_group_recall_any,0.7657749999999999,0.7468250000000001,0.78400125,1.0,2000,20,0.04272170500983512,P6,encoded_column,500,boundary
delta_partial_group_violation_rate,0.32327500000000003,0.315049375,0.331075625,1.0,2000,20,0.019123886276481296,P6,encoded_column,500,boundary
delta_legacy_sdr,0.10014240025169516,0.08105675844951199,0.11766731406052462,1.0,1500,20,0.043444189843631555,P6,encoded_column,500,simple
delta_directional_repair,0.11008632339266607,0.09670486531932451,0.12343831176042079,1.0,1500,20,0.03234632960105703,P6,encoded_column,500,simple
delta_same_side_residual,-0.11008632339266607,-0.12338831387428367,-0.09657167954949697,0.0,1500,20,0.03234632960105703,P6,encoded_column,500,simple
delta_overcorrection,0.009782869315584081,0.004395423329418859,0.016091574104690688,1.0,1500,20,0.013794320909820882,P6,encoded_column,500,simple
delta_introduced_distortion,0.00016105382538678998,-1.7471646466994837e-05,0.00047032861575274637,0.8744,1500,20,0.0006475708695623081,P6,encoded_column,500,simple
delta_introduced_distortion_zero_opp,0.022764676170682712,-0.004351081519391955,0.05984484877301619,0.896,8,6,0.04564423853983204,P6,encoded_column,500,simple
delta_leak_recall,0.5778333333333333,0.5406650000000002,0.6177674999999999,1.0,1500,20,0.08984375651538243,P6,encoded_column,500,simple
delta_deletion_precision,0.5778333333333333,0.5414658333333334,0.6172341666666666,1.0,1500,20,0.08984375651538243,P6,encoded_column,500,simple
delta_legit_retention,0.03449541666666667,0.02969957291666666,0.0398646388888889,1.0,1500,20,0.012002754965697244,P6,encoded_column,500,simple
delta_semantic_group_recall_full,0.5778333333333333,0.5413624999999999,0.6180691666666666,1.0,1500,20,0.08984375651538243,P6,encoded_column,500,simple
delta_semantic_group_recall_any,0.5778333333333333,0.5415316666666666,0.6192666666666666,1.0,1500,20,0.08984375651538243,P6,encoded_column,500,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P6,encoded_column,500,simple
delta_legacy_sdr,-0.02265864179967298,-0.039291472872760906,-0.006768210896887574,0.002,2000,20,0.038061653049994176,P6,encoded_column,500,structured
delta_directional_repair,-0.008297827029799977,-0.018825158380280843,0.0010981798864267045,0.0434,2000,20,0.023628415133648436,P6,encoded_column,500,structured
delta_same_side_residual,0.008297827029799977,-0.0017459749944888146,0.018893590414803447,0.9494,2000,20,0.023628415133648436,P6,encoded_column,500,structured
delta_overcorrection,0.013870590988241649,0.007304017867691924,0.02141430553087283,1.0,2000,20,0.016711983586912456,P6,encoded_column,500,structured
delta_introduced_distortion,0.0004902237816313574,0.00018404153722457667,0.0008597738603543588,0.9998,2000,20,0.0007898256642745745,P6,encoded_column,500,structured
delta_introduced_distortion_zero_opp,0.04787752442150016,0.023545733435599323,0.07550332734862711,1.0,22,13,0.05030949588364015,P6,encoded_column,500,structured
delta_leak_recall,0.093659375,0.044476640624999994,0.14042421874999994,0.9998,2000,20,0.11413852905015708,P6,encoded_column,500,structured
delta_deletion_precision,0.2132875,0.1603365625,0.2653378125,1.0,2000,20,0.12578998461826424,P6,encoded_column,500,structured
delta_legit_retention,0.013459270833333332,0.010346593750000008,0.016563338541666674,1.0,2000,20,0.007305400301987358,P6,encoded_column,500,structured
delta_semantic_group_recall_full,0.07094999999999999,0.024794375,0.11810124999999996,0.9988,2000,20,0.10959793745658193,P6,encoded_column,500,structured
delta_semantic_group_recall_any,0.20484999999999998,0.15354312500000003,0.25455125,1.0,2000,20,0.12138608478300701,P6,encoded_column,500,structured
delta_partial_group_violation_rate,0.1339,0.123649375,0.143925,1.0,2000,20,0.02389373403877655,P6,encoded_column,500,structured
delta_legacy_sdr,0.09854392990308529,0.07958658442806418,0.11539724225366395,1.0,2000,20,0.043001431011341754,P6,encoded_column,1000,boundary
delta_directional_repair,0.11837174565266118,0.10741989945859748,0.13016574888141977,1.0,2000,20,0.026925082840991037,P6,encoded_column,1000,boundary
delta_same_side_residual,-0.11837174565266118,-0.12972033067875666,-0.10663016381344287,0.0,2000,20,0.026925082840991037,P6,encoded_column,1000,boundary
delta_overcorrection,0.019827815749575903,0.010200978063460334,0.03245539032191178,1.0,2000,20,0.026496255620490995,P6,encoded_column,1000,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P6,encoded_column,1000,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P6,encoded_column,1000,boundary
delta_leak_recall,0.6118770833333333,0.5925248177083333,0.6307958854166666,1.0,2000,20,0.04491115178078063,P6,encoded_column,1000,boundary
delta_deletion_precision,0.5400333333333334,0.4927290624999999,0.5921973958333332,1.0,2000,20,0.11655507633180738,P6,encoded_column,1000,boundary
delta_legit_retention,0.06155256170545139,0.05736033674282212,0.06596570778455613,1.0,2000,20,0.010107926124317377,P6,encoded_column,1000,boundary
delta_semantic_group_recall_full,0.4944,0.4718,0.515376875,1.0,2000,20,0.050780642810135106,P6,encoded_column,1000,boundary
delta_semantic_group_recall_any,0.6809999999999999,0.6700000000000002,0.6911262500000002,1.0,2000,20,0.02464858274990566,P6,encoded_column,1000,boundary
delta_partial_group_violation_rate,0.18660000000000002,0.1711,0.20282499999999998,1.0,2000,20,0.036824834297694155,P6,encoded_column,1000,boundary
delta_legacy_sdr,0.0684884046187077,0.0337632219600715,0.09675065332424009,1.0,1500,20,0.0733431961757076,P6,encoded_column,1000,simple
delta_directional_repair,0.10218922187832336,0.08781963309430973,0.11544830458074493,1.0,1500,20,0.03235088764142976,P6,encoded_column,1000,simple
delta_same_side_residual,-0.10218922187832336,-0.11508468001546032,-0.08773159266331643,0.0,1500,20,0.03235088764142976,P6,encoded_column,1000,simple
delta_overcorrection,0.03352041861229923,0.016379033037652115,0.05501248389156805,1.0,1500,20,0.04662657673940593,P6,encoded_column,1000,simple
delta_introduced_distortion,0.0001803986473164144,-3.971699018035787e-06,0.0004850270413802107,0.963,1500,20,0.0006480428391356873,P6,encoded_column,1000,simple
delta_introduced_distortion_zero_opp,0.02731416562631211,0.0005132076525398456,0.06155492536737609,0.9782,8,6,0.04354731765134211,P6,encoded_column,1000,simple
delta_leak_recall,0.7862666666666667,0.72419,0.8399033333333331,1.0,1500,20,0.13906898452257554,P6,encoded_column,1000,simple
delta_deletion_precision,0.43177777777777776,0.37941097222222225,0.49081791666666663,1.0,1500,20,0.13316541570625956,P6,encoded_column,1000,simple
delta_legit_retention,0.04511902777777775,0.04138012499999999,0.049149149305555556,1.0,1500,20,0.009114343950908295,P6,encoded_column,1000,simple
delta_semantic_group_recall_full,0.7862666666666667,0.7234991666666666,0.8418341666666667,1.0,1500,20,0.13906898452257554,P6,encoded_column,1000,simple
delta_semantic_group_recall_any,0.7862666666666667,0.7219658333333333,0.8404041666666666,1.0,1500,20,0.13906898452257554,P6,encoded_column,1000,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P6,encoded_column,1000,simple
delta_legacy_sdr,-0.018086152444229824,-0.04680678735666507,0.005018607323601459,0.0758,2000,20,0.061410119311532965,P6,encoded_column,1000,structured
delta_directional_repair,0.003081786734033567,-0.013400956086583541,0.017021247420766068,0.653,2000,20,0.03593789403823966,P6,encoded_column,1000,structured
delta_same_side_residual,-0.003081786734033567,-0.016667743343112162,0.013609948835514278,0.3344,2000,20,0.03593789403823966,P6,encoded_column,1000,structured
delta_overcorrection,0.020530626664564983,0.009941764685445326,0.03394233662264387,1.0,2000,20,0.02801400761513627,P6,encoded_column,1000,structured
delta_introduced_distortion,0.0006373125136984083,0.00021727920129518936,0.0011663389554450627,1.0,2000,20,0.001142163758145528,P6,encoded_column,1000,structured
delta_introduced_distortion_zero_opp,0.06004507919915726,0.028161165296719578,0.10038046447549945,1.0,22,13,0.06934373597963252,P6,encoded_column,1000,structured
delta_leak_recall,0.105134375,0.053631484374999996,0.15368765625,1.0,2000,20,0.11809605478524174,P6,encoded_column,1000,structured
delta_deletion_precision,0.17051249999999998,0.13699416666666667,0.20321322916666662,1.0,2000,20,0.07834022121173084,P6,encoded_column,1000,structured
delta_legit_retention,0.022913541666666662,0.019417736979166662,0.026554218749999994,1.0,2000,20,0.008437697812820886,P6,encoded_column,1000,structured
delta_semantic_group_recall_full,0.06017500000000001,0.012322499999999998,0.10552562499999997,0.9918,2000,20,0.1096023044081599,P6,encoded_column,1000,structured
delta_semantic_group_recall_any,0.14837499999999998,0.1010475,0.19512624999999995,1.0,2000,20,0.11228240652831357,P6,encoded_column,1000,structured
delta_partial_group_violation_rate,0.0882,0.08057437499999999,0.095125625,1.0,2000,20,0.017412487956696632,P6,encoded_column,1000,structured
delta_legacy_sdr,0.07575395683159843,0.0395618802695145,0.1062259462511039,1.0,2000,20,0.07829444408591903,P6,encoded_column,2000,boundary
delta_directional_repair,0.13092863539136326,0.11830402506162728,0.14359361895090605,1.0,2000,20,0.030465534214446553,P6,encoded_column,2000,boundary
delta_same_side_residual,-0.13092863539136326,-0.14376375433998656,-0.11760651811536238,0.0,2000,20,0.030465534214446553,P6,encoded_column,2000,boundary
delta_overcorrection,0.05517467855976486,0.033799429955992215,0.0808646540602544,1.0,2000,20,0.055429362306820454,P6,encoded_column,2000,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P6,encoded_column,2000,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P6,encoded_column,2000,boundary
delta_leak_recall,0.6216593749999999,0.6103758333333333,0.6326407031249999,1.0,2000,20,0.02611478443613564,P6,encoded_column,2000,boundary
delta_deletion_precision,0.29233291666666666,0.27325301041666666,0.31141576041666663,1.0,2000,20,0.044360688819455325,P6,encoded_column,2000,boundary
delta_legit_retention,0.06991205370609782,0.06387920737381492,0.07633983848813564,1.0,2000,20,0.01507632992469913,P6,encoded_column,2000,boundary
delta_semantic_group_recall_full,0.56395,0.5438743749999999,0.58285,1.0,2000,20,0.04552093214289328,P6,encoded_column,2000,boundary
delta_semantic_group_recall_any,0.5577750000000001,0.550224375,0.565975,1.0,2000,20,0.018342125084939834,P6,encoded_column,2000,boundary
delta_partial_group_violation_rate,-0.0061750000000000025,-0.02052562500000001,0.00925062499999999,0.2056,2000,20,0.03454907836382143,P6,encoded_column,2000,boundary
delta_legacy_sdr,0.021155052982829537,-0.02356409450308705,0.0595648151117886,0.838,1500,20,0.09622489425638685,P6,encoded_column,2000,simple
delta_directional_repair,0.08630465484258448,0.07055475709013347,0.10027998321984707,1.0,1500,20,0.03410370331509735,P6,encoded_column,2000,simple
delta_same_side_residual,-0.08630465484258448,-0.1000903152478297,-0.07108768288974629,0.0,1500,20,0.03410370331509735,P6,encoded_column,2000,simple
delta_overcorrection,0.06478776010787264,0.03961809873838668,0.09519624582551212,1.0,1500,20,0.0651561051754532,P6,encoded_column,2000,simple
delta_introduced_distortion,0.0003618417518823289,2.7364482796707748e-05,0.0009658577112813433,0.9994,1500,20,0.0012806985323930735,P6,encoded_column,2000,simple
delta_introduced_distortion_zero_opp,0.054372774337121156,0.013092952664652796,0.12179812410363228,1.0,8,6,0.08054009939386618,P6,encoded_column,2000,simple
delta_leak_recall,0.7884999999999999,0.7772991666666667,0.7985341666666664,1.0,1500,20,0.025380265852367325,P6,encoded_column,2000,simple
delta_deletion_precision,0.21989722222222224,0.1997967777777778,0.23913855555555558,1.0,1500,20,0.04544601219432208,P6,encoded_column,2000,simple
delta_legit_retention,0.04663458333333334,0.0416222152777778,0.051730642361111114,1.0,1500,20,0.011825035578601248,P6,encoded_column,2000,simple
delta_semantic_group_recall_full,0.7884999999999999,0.7775324999999998,0.7988,1.0,1500,20,0.025380265852367325,P6,encoded_column,2000,simple
delta_semantic_group_recall_any,0.7884999999999999,0.7772,0.7989674999999999,1.0,1500,20,0.025380265852367325,P6,encoded_column,2000,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P6,encoded_column,2000,simple
delta_legacy_sdr,-0.015847014724272725,-0.051795095234300495,0.01519226013163355,0.1686,2000,20,0.07697224113653926,P6,encoded_column,2000,structured
delta_directional_repair,0.01746139663477656,-0.0003442651178711587,0.03326383871632339,0.9734,2000,20,0.04010719995422315,P6,encoded_column,2000,structured
delta_same_side_residual,-0.01746139663477656,-0.03260033600118351,-0.00020212322596036616,0.0238,2000,20,0.04010719995422315,P6,encoded_column,2000,structured
delta_overcorrection,0.03248965544147549,0.017850465229675497,0.05006595793211399,1.0,2000,20,0.03907670650222802,P6,encoded_column,2000,structured
delta_introduced_distortion,0.0008187559175738039,0.0003710715373195981,0.001369921369232208,1.0,2000,20,0.001170948656177531,P6,encoded_column,2000,structured
delta_introduced_distortion_zero_opp,0.078117895490282,0.04342501785121755,0.11964513662907998,1.0,22,13,0.07401349476462363,P6,encoded_column,2000,structured
delta_leak_recall,0.137528125,0.09638226562499999,0.174159609375,1.0,2000,20,0.09322805026651962,P6,encoded_column,2000,structured
delta_deletion_precision,0.13856916666666666,0.12472024999999999,0.15155002083333333,1.0,2000,20,0.03172092271459796,P6,encoded_column,2000,structured
delta_legit_retention,0.040075625,0.03677196614583334,0.04327965885416666,1.0,2000,20,0.007687598597404131,P6,encoded_column,2000,structured
delta_semantic_group_recall_full,0.05469999999999999,0.017221249999999994,0.08840187499999996,0.9982,2000,20,0.08278354781883707,P6,encoded_column,2000,structured
delta_semantic_group_recall_any,0.08275,0.0448,0.11572624999999999,1.0,2000,20,0.08468603004162212,P6,encoded_column,2000,structured
delta_partial_group_violation_rate,0.02805,0.02595,0.030250624999999996,1.0,2000,20,0.005057303213123934,P6,encoded_column,2000,structured
delta_legacy_sdr,0.1980364470415364,0.17852713219266567,0.21694032912433267,1.0,2000,20,0.043985526831452085,P6,semantic_group,500,boundary
delta_directional_repair,0.2006522903921164,0.1827780243864505,0.218254970493403,1.0,2000,20,0.04137982370113467,P6,semantic_group,500,boundary
delta_same_side_residual,-0.2006522903921164,-0.21735432180630992,-0.18307270651784655,0.0,2000,20,0.041379823701134674,P6,semantic_group,500,boundary
delta_overcorrection,0.002615843350579963,0.0011332590467924564,0.004331585538370134,1.0,2000,20,0.003745222382238149,P6,semantic_group,500,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P6,semantic_group,500,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P6,semantic_group,500,boundary
delta_leak_recall,0.8439500000000001,0.827299375,0.8601249999999998,1.0,2000,20,0.03772019562376019,P6,semantic_group,500,boundary
delta_deletion_precision,0.8439500000000001,0.827499375,0.8599256249999999,1.0,2000,20,0.03772019562376019,P6,semantic_group,500,boundary
delta_legit_retention,0.049102033667313076,0.043857655543323076,0.05452641896715418,1.0,2000,20,0.012414139452140444,P6,semantic_group,500,boundary
delta_semantic_group_recall_full,0.8439500000000001,0.8281243749999998,0.859900625,1.0,2000,20,0.03772019562376019,P6,semantic_group,500,boundary
delta_semantic_group_recall_any,0.8439500000000001,0.8273999999999999,0.859678125,1.0,2000,20,0.03772019562376019,P6,semantic_group,500,boundary
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P6,semantic_group,500,boundary
delta_legacy_sdr,0.10039919863469579,0.08141070000352806,0.11855668845094314,1.0,1500,20,0.04279884137049184,P6,semantic_group,500,simple
delta_directional_repair,0.11017492336938932,0.09676892558568197,0.12364921572190835,1.0,1500,20,0.031819540029286116,P6,semantic_group,500,simple
delta_same_side_residual,-0.11017492336938932,-0.1235855472410618,-0.09655398408107452,0.0,1500,20,0.03181954002928611,P6,semantic_group,500,simple
delta_overcorrection,0.009637055781720614,0.0043271842510217064,0.015936089336703835,1.0,1500,20,0.013583909175192869,P6,semantic_group,500,simple
delta_introduced_distortion,0.00013866895297291393,-2.2948416161242272e-05,0.00042257218987095286,0.8712,1500,20,0.0005748646074103922,P6,semantic_group,500,simple
delta_introduced_distortion_zero_opp,0.01905981991291993,-0.006116864457902246,0.052584139347161635,0.9068,8,6,0.041590489052660815,P6,semantic_group,500,simple
delta_leak_recall,0.5802333333333334,0.5444991666666666,0.6182683333333334,1.0,1500,20,0.08856128152186668,P6,semantic_group,500,simple
delta_deletion_precision,0.5802333333333334,0.5447658333333333,0.6204350000000001,1.0,1500,20,0.08856128152186668,P6,semantic_group,500,simple
delta_legit_retention,0.034693194444444436,0.02981783680555555,0.040134809027777794,1.0,1500,20,0.012126223385526085,P6,semantic_group,500,simple
delta_semantic_group_recall_full,0.5802333333333334,0.5448299999999998,0.6199025,1.0,1500,20,0.08856128152186668,P6,semantic_group,500,simple
delta_semantic_group_recall_any,0.5802333333333334,0.5444325,0.6198724999999999,1.0,1500,20,0.08856128152186668,P6,semantic_group,500,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P6,semantic_group,500,simple
delta_legacy_sdr,0.02268693527359002,0.002614621325912636,0.04051396765932974,0.987,2000,20,0.045096779254287886,P6,semantic_group,500,structured
delta_directional_repair,0.03697160579838003,0.023444773719604312,0.04935879119022521,1.0,2000,20,0.030272768717868034,P6,semantic_group,500,structured
delta_same_side_residual,-0.03697160579838003,-0.04915566024655514,-0.023640280015464674,0.0,2000,20,0.030272768717868034,P6,semantic_group,500,structured
delta_overcorrection,0.013795355492073103,0.007295086108248785,0.021066056835203014,1.0,2000,20,0.016525166665837785,P6,semantic_group,500,structured
delta_introduced_distortion,0.0004893150327169119,0.00018977057086496158,0.0008345884124195499,1.0,2000,20,0.0007797601241682316,P6,semantic_group,500,structured
delta_introduced_distortion_zero_opp,0.047707775743545566,0.023539213913326543,0.0750619525602995,1.0,22,13,0.050140394213974364,P6,semantic_group,500,structured
delta_leak_recall,0.280525,0.22877250000000002,0.3333775,1.0,2000,20,0.12183600658261909,P6,semantic_group,500,structured
delta_deletion_precision,0.280525,0.22799874999999997,0.33105375,1.0,2000,20,0.12183600658261909,P6,semantic_group,500,structured
delta_legit_retention,0.01600177083333333,0.013079312500000008,0.019021471354166666,1.0,2000,20,0.007126892359086685,P6,semantic_group,500,structured
delta_semantic_group_recall_full,0.280525,0.22892312499999998,0.33195250000000004,1.0,2000,20,0.12183600658261909,P6,semantic_group,500,structured
delta_semantic_group_recall_any,0.280525,0.22952437500000003,0.33195125000000003,1.0,2000,20,0.12183600658261909,P6,semantic_group,500,structured
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P6,semantic_group,500,structured
delta_legacy_sdr,0.16218641338882261,0.13286409118694026,0.18779790282811223,1.0,2000,20,0.06575174473762942,P6,semantic_group,1000,boundary
delta_directional_repair,0.19021406513896472,0.17384203954476207,0.2062171809400703,1.0,2000,20,0.03861806391077578,P6,semantic_group,1000,boundary
delta_same_side_residual,-0.19021406513896472,-0.2068009977529708,-0.1736758304564813,0.0,2000,20,0.03861806391077578,P6,semantic_group,1000,boundary
delta_overcorrection,0.02802765175014204,0.014169629483971671,0.04657302303438792,1.0,2000,20,0.0377454540325233,P6,semantic_group,1000,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P6,semantic_group,1000,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P6,semantic_group,1000,boundary
delta_leak_recall,0.817925,0.806424375,0.8292506249999998,1.0,2000,20,0.026908360567322806,P6,semantic_group,1000,boundary
delta_deletion_precision,0.5656841865079364,0.5017049623015873,0.6387735451388888,1.0,2000,20,0.15879767224619304,P6,semantic_group,1000,boundary
delta_legit_retention,0.047734676793794416,0.04250187907711159,0.05321277926564856,1.0,2000,20,0.012770665453859032,P6,semantic_group,1000,boundary
delta_semantic_group_recall_full,0.817925,0.805923125,0.8292006250000001,1.0,2000,20,0.026908360567322806,P6,semantic_group,1000,boundary
delta_semantic_group_recall_any,0.817925,0.8063243749999999,0.828875625,1.0,2000,20,0.026908360567322806,P6,semantic_group,1000,boundary
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P6,semantic_group,1000,boundary
delta_legacy_sdr,0.06868986316064687,0.033080447727523506,0.09677500562715823,0.9996,1500,20,0.07356047054545752,P6,semantic_group,1000,simple
delta_directional_repair,0.10220275159500718,0.08787250809316446,0.11549294715434696,1.0,1500,20,0.03265446632015831,P6,semantic_group,1000,simple
delta_same_side_residual,-0.10220275159500718,-0.11526610553882481,-0.08797617169789615,0.0,1500,20,0.03265446632015831,P6,semantic_group,1000,simple
delta_overcorrection,0.03336490959581518,0.016137219193342017,0.05600655407566152,1.0,1500,20,0.04659688061391561,P6,semantic_group,1000,simple
delta_introduced_distortion,0.00014797883854512662,-3.258059494481461e-05,0.0004381076414090173,0.884,1500,20,0.0005928806234000442,P6,semantic_group,1000,simple
delta_introduced_distortion_zero_opp,0.022708727904533682,-0.004803688876668279,0.05611886587788272,0.929,8,6,0.04264026725742869,P6,semantic_group,1000,simple
delta_leak_recall,0.7847333333333333,0.7245166666666667,0.8398033333333332,1.0,1500,20,0.13682821431970138,P6,semantic_group,1000,simple
delta_deletion_precision,0.43115555555555546,0.37679305555555553,0.49092416666666655,1.0,1500,20,0.13181267547737668,P6,semantic_group,1000,simple
delta_legit_retention,0.04502986111111109,0.04153768749999999,0.04896561111111109,1.0,1500,20,0.008887368742228029,P6,semantic_group,1000,simple
