dataset_index,mechanism,strength,seed,model,best_epoch_strict,best_epoch_full,epoch_diff
12,M05,S2,3407,tabr,6.0,16.0,10.0
12,M05,S2,7777,tabr,4.0,7.0,3.0
12,M05,S3,13,tabr,8.0,8.0,0.0
12,M05,S3,42,tabr,8.0,8.0,0.0
12,M05,S3,2026,tabr,6.0,6.0,0.0
12,M05,S3,3407,tabr,6.0,16.0,10.0
12,M05,S3,7777,tabr,4.0,6.0,2.0
12,M05,S4,13,tabr,8.0,8.0,0.0
12,M05,S4,42,tabr,8.0,8.0,0.0
12,M05,S4,2026,tabr,6.0,9.0,3.0
12,M05,S4,3407,tabr,6.0,16.0,10.0
12,M05,S4,7777,tabr,4.0,6.0,2.0
12,M05,S5,13,tabr,8.0,8.0,0.0
12,M05,S5,42,tabr,8.0,8.0,0.0
12,M05,S5,2026,tabr,6.0,6.0,0.0
12,M05,S5,3407,tabr,6.0,25.0,19.0
12,M05,S5,7777,tabr,4.0,9.0,5.0
12,M06,S1,13,tabr,8.0,8.0,0.0
12,M06,S1,42,tabr,8.0,13.0,5.0
12,M06,S1,2026,tabr,6.0,7.0,1.0
12,M06,S1,3407,tabr,6.0,13.0,7.0
12,M06,S1,7777,tabr,4.0,7.0,3.0
12,M06,S2,13,tabr,8.0,10.0,2.0
12,M06,S2,42,tabr,8.0,9.0,1.0
12,M06,S2,2026,tabr,6.0,6.0,0.0
12,M06,S2,3407,tabr,6.0,18.0,12.0
12,M06,S2,7777,tabr,4.0,14.0,10.0
12,M06,S3,13,tabr,8.0,15.0,7.0
12,M06,S3,42,tabr,8.0,24.0,16.0
12,M06,S3,2026,tabr,6.0,9.0,3.0
12,M06,S3,3407,tabr,6.0,30.0,24.0
12,M06,S3,7777,tabr,4.0,11.0,7.0
12,M06,S4,13,tabr,8.0,4.0,-4.0
12,M06,S4,42,tabr,8.0,3.0,-5.0
12,M06,S4,2026,tabr,6.0,3.0,-3.0
12,M06,S4,3407,tabr,6.0,1.0,-5.0
12,M06,S4,7777,tabr,4.0,3.0,-1.0
12,M06,S5,13,tabr,8.0,1.0,-7.0
12,M06,S5,42,tabr,8.0,2.0,-6.0
12,M06,S5,2026,tabr,6.0,1.0,-5.0
12,M06,S5,3407,tabr,6.0,3.0,-3.0
12,M06,S5,7777,tabr,4.0,2.0,-2.0
12,M07,S1,13,tabr,8.0,5.0,-3.0
12,M07,S1,42,tabr,8.0,9.0,1.0
12,M07,S1,2026,tabr,6.0,10.0,4.0
12,M07,S1,3407,tabr,6.0,14.0,8.0
12,M07,S1,7777,tabr,4.0,11.0,7.0
12,M07,S2,13,tabr,8.0,9.0,1.0
12,M07,S2,42,tabr,8.0,15.0,7.0
12,M07,S2,2026,tabr,6.0,8.0,2.0
12,M07,S2,3407,tabr,6.0,14.0,8.0
12,M07,S2,7777,tabr,4.0,12.0,8.0
12,M07,S3,13,tabr,8.0,9.0,1.0
12,M07,S3,42,tabr,8.0,26.0,18.0
12,M07,S3,2026,tabr,6.0,6.0,0.0
12,M07,S3,3407,tabr,6.0,13.0,7.0
12,M07,S3,7777,tabr,4.0,13.0,9.0
12,M07,S4,13,tabr,8.0,8.0,0.0
12,M07,S4,42,tabr,8.0,14.0,6.0
12,M07,S4,2026,tabr,6.0,12.0,6.0
12,M07,S4,3407,tabr,6.0,13.0,7.0
12,M07,S4,7777,tabr,4.0,14.0,10.0
12,M07,S5,13,tabr,8.0,33.0,25.0
12,M07,S5,42,tabr,8.0,6.0,-2.0
12,M07,S5,2026,tabr,6.0,13.0,7.0
12,M07,S5,3407,tabr,6.0,15.0,9.0
12,M07,S5,7777,tabr,4.0,21.0,17.0
12,M08,S1,13,tabr,8.0,7.0,-1.0
12,M08,S1,42,tabr,8.0,7.0,-1.0
12,M08,S1,2026,tabr,6.0,6.0,0.0
12,M08,S1,3407,tabr,6.0,16.0,10.0
12,M08,S1,7777,tabr,4.0,10.0,6.0
12,M08,S2,13,tabr,8.0,8.0,0.0
12,M08,S2,42,tabr,8.0,7.0,-1.0
12,M08,S2,2026,tabr,6.0,6.0,0.0
12,M08,S2,3407,tabr,6.0,15.0,9.0
12,M08,S2,7777,tabr,4.0,9.0,5.0
12,M08,S3,13,tabr,8.0,11.0,3.0
12,M08,S3,42,tabr,8.0,8.0,0.0
12,M08,S3,2026,tabr,6.0,6.0,0.0
12,M08,S3,3407,tabr,6.0,15.0,9.0
12,M08,S3,7777,tabr,4.0,7.0,3.0
12,M08,S4,13,tabr,8.0,11.0,3.0
12,M08,S4,42,tabr,8.0,8.0,0.0
12,M08,S4,2026,tabr,6.0,6.0,0.0
12,M08,S4,3407,tabr,6.0,16.0,10.0
12,M08,S4,7777,tabr,4.0,6.0,2.0
12,M08,S5,13,tabr,8.0,11.0,3.0
12,M08,S5,42,tabr,8.0,6.0,-2.0
12,M08,S5,2026,tabr,6.0,6.0,0.0
12,M08,S5,3407,tabr,6.0,15.0,9.0
12,M08,S5,7777,tabr,4.0,5.0,1.0
12,M09,S1,13,tabr,8.0,14.0,6.0
12,M09,S1,42,tabr,8.0,13.0,5.0
12,M09,S1,2026,tabr,6.0,16.0,10.0
12,M09,S1,3407,tabr,6.0,16.0,10.0
12,M09,S1,7777,tabr,4.0,14.0,10.0
12,M09,S2,13,tabr,8.0,12.0,4.0
12,M09,S2,42,tabr,8.0,12.0,4.0
12,M09,S2,2026,tabr,6.0,19.0,13.0
12,M09,S2,3407,tabr,6.0,16.0,10.0
12,M09,S2,7777,tabr,4.0,15.0,11.0
12,M09,S3,13,tabr,8.0,16.0,8.0
12,M09,S3,42,tabr,8.0,57.0,49.0
12,M09,S3,2026,tabr,6.0,20.0,14.0
12,M09,S3,3407,tabr,6.0,25.0,19.0
12,M09,S3,7777,tabr,4.0,26.0,22.0
12,M09,S4,13,tabr,8.0,36.0,28.0
12,M09,S4,42,tabr,8.0,15.0,7.0
12,M09,S4,2026,tabr,6.0,16.0,10.0
12,M09,S4,3407,tabr,6.0,20.0,14.0
12,M09,S4,7777,tabr,4.0,10.0,6.0
12,M09,S5,13,tabr,8.0,17.0,9.0
12,M09,S5,42,tabr,8.0,12.0,4.0
12,M09,S5,2026,tabr,6.0,22.0,16.0
12,M09,S5,3407,tabr,6.0,37.0,31.0
12,M09,S5,7777,tabr,4.0,34.0,30.0
12,M10,S1,13,tabr,8.0,13.0,5.0
12,M10,S1,42,tabr,8.0,7.0,-1.0
12,M10,S1,2026,tabr,7.0,2.0,-5.0
12,M10,S1,3407,tabr,15.0,24.0,9.0
12,M10,S1,7777,tabr,8.0,14.0,6.0
12,M10,S2,13,tabr,8.0,11.0,3.0
12,M10,S2,42,tabr,8.0,6.0,-2.0
12,M10,S2,2026,tabr,7.0,3.0,-4.0
12,M10,S2,3407,tabr,15.0,14.0,-1.0
12,M10,S2,7777,tabr,8.0,16.0,8.0
12,M10,S3,13,tabr,8.0,13.0,5.0
12,M10,S3,42,tabr,8.0,7.0,-1.0
12,M10,S3,2026,tabr,7.0,6.0,-1.0
12,M10,S3,3407,tabr,15.0,10.0,-5.0
12,M10,S3,7777,tabr,8.0,9.0,1.0
12,M10,S4,13,tabr,8.0,12.0,4.0
12,M10,S4,42,tabr,8.0,12.0,4.0
12,M10,S4,2026,tabr,7.0,9.0,2.0
12,M10,S4,3407,tabr,15.0,8.0,-7.0
12,M10,S4,7777,tabr,8.0,14.0,6.0
12,M10,S5,13,tabr,8.0,17.0,9.0
12,M10,S5,42,tabr,8.0,5.0,-3.0
12,M10,S5,2026,tabr,7.0,9.0,2.0
12,M10,S5,3407,tabr,15.0,5.0,-10.0
12,M10,S5,7777,tabr,8.0,12.0,4.0
12,M11,S1,13,tabr,8.0,15.0,7.0
12,M11,S1,42,tabr,8.0,8.0,0.0
12,M11,S1,2026,tabr,6.0,15.0,9.0
12,M11,S1,3407,tabr,6.0,15.0,9.0
12,M11,S1,7777,tabr,4.0,9.0,5.0
12,M11,S2,13,tabr,8.0,11.0,3.0
12,M11,S2,42,tabr,8.0,9.0,1.0
12,M11,S2,2026,tabr,6.0,12.0,6.0
12,M11,S2,3407,tabr,6.0,48.0,42.0
12,M11,S2,7777,tabr,4.0,13.0,9.0
12,M11,S3,13,tabr,8.0,10.0,2.0
12,M11,S3,42,tabr,8.0,12.0,4.0
12,M11,S3,2026,tabr,6.0,12.0,6.0
12,M11,S3,3407,tabr,6.0,10.0,4.0
12,M11,S3,7777,tabr,4.0,17.0,13.0
12,M11,S4,13,tabr,8.0,4.0,-4.0
12,M11,S4,42,tabr,8.0,14.0,6.0
12,M11,S4,2026,tabr,6.0,6.0,0.0
12,M11,S4,3407,tabr,6.0,1.0,-5.0
12,M11,S4,7777,tabr,4.0,3.0,-1.0
12,M11,S5,13,tabr,8.0,1.0,-7.0
12,M11,S5,42,tabr,8.0,3.0,-5.0
12,M11,S5,2026,tabr,6.0,1.0,-5.0
12,M11,S5,3407,tabr,6.0,2.0,-4.0
12,M11,S5,7777,tabr,4.0,2.0,-2.0
13,M01,S1,13,tabr,18.0,15.0,-3.0
13,M01,S1,42,tabr,9.0,13.0,4.0
13,M01,S1,2026,tabr,11.0,8.0,-3.0
13,M01,S1,3407,tabr,10.0,35.0,25.0
13,M01,S1,7777,tabr,14.0,7.0,-7.0
13,M01,S2,13,tabr,18.0,13.0,-5.0
13,M01,S2,42,tabr,9.0,16.0,7.0
13,M01,S2,2026,tabr,11.0,11.0,0.0
13,M01,S2,3407,tabr,10.0,18.0,8.0
13,M01,S2,7777,tabr,14.0,11.0,-3.0
13,M01,S3,13,tabr,18.0,14.0,-4.0
13,M01,S3,42,tabr,9.0,20.0,11.0
13,M01,S3,2026,tabr,11.0,14.0,3.0
13,M01,S3,3407,tabr,10.0,15.0,5.0
13,M01,S3,7777,tabr,14.0,13.0,-1.0
13,M01,S4,13,tabr,18.0,17.0,-1.0
13,M01,S4,42,tabr,9.0,14.0,5.0
13,M01,S4,2026,tabr,11.0,14.0,3.0
13,M01,S4,3407,tabr,10.0,14.0,4.0
13,M01,S4,7777,tabr,14.0,15.0,1.0
13,M01,S5,13,tabr,18.0,7.0,-11.0
13,M01,S5,42,tabr,9.0,3.0,-6.0
13,M01,S5,2026,tabr,11.0,4.0,-7.0
13,M01,S5,3407,tabr,10.0,5.0,-5.0
13,M01,S5,7777,tabr,14.0,4.0,-10.0
13,M02,S1,13,tabr,18.0,17.0,-1.0
13,M02,S1,42,tabr,9.0,9.0,0.0
13,M02,S1,2026,tabr,11.0,13.0,2.0
13,M02,S1,3407,tabr,10.0,14.0,4.0
13,M02,S1,7777,tabr,14.0,8.0,-6.0
13,M02,S2,13,tabr,18.0,15.0,-3.0
13,M02,S2,42,tabr,9.0,8.0,-1.0
13,M02,S2,2026,tabr,11.0,12.0,1.0
13,M02,S2,3407,tabr,10.0,16.0,6.0
13,M02,S2,7777,tabr,14.0,9.0,-5.0
13,M02,S3,13,tabr,18.0,12.0,-6.0
13,M02,S3,42,tabr,9.0,11.0,2.0
13,M02,S3,2026,tabr,11.0,10.0,-1.0
13,M02,S3,3407,tabr,10.0,19.0,9.0
13,M02,S3,7777,tabr,14.0,11.0,-3.0
13,M02,S4,13,tabr,18.0,10.0,-8.0
13,M02,S4,42,tabr,9.0,11.0,2.0
13,M02,S4,2026,tabr,11.0,10.0,-1.0
13,M02,S4,3407,tabr,10.0,12.0,2.0
13,M02,S4,7777,tabr,14.0,14.0,0.0
13,M02,S5,13,tabr,18.0,10.0,-8.0
13,M02,S5,42,tabr,9.0,8.0,-1.0
13,M02,S5,2026,tabr,11.0,9.0,-2.0
13,M02,S5,3407,tabr,10.0,11.0,1.0
13,M02,S5,7777,tabr,14.0,17.0,3.0
13,M03,S1,13,tabr,18.0,25.0,7.0
13,M03,S1,42,tabr,9.0,37.0,28.0
13,M03,S1,2026,tabr,11.0,12.0,1.0
13,M03,S1,3407,tabr,10.0,17.0,7.0
13,M03,S1,7777,tabr,14.0,12.0,-2.0
13,M03,S2,13,tabr,18.0,28.0,10.0
13,M03,S2,42,tabr,9.0,25.0,16.0
13,M03,S2,2026,tabr,11.0,19.0,8.0
13,M03,S2,3407,tabr,10.0,24.0,14.0
13,M03,S2,7777,tabr,14.0,21.0,7.0
13,M03,S3,13,tabr,18.0,33.0,15.0
13,M03,S3,42,tabr,9.0,66.0,57.0
13,M03,S3,2026,tabr,11.0,26.0,15.0
13,M03,S3,3407,tabr,10.0,21.0,11.0
13,M03,S3,7777,tabr,14.0,57.0,43.0
13,M03,S4,13,tabr,18.0,37.0,19.0
13,M03,S4,42,tabr,9.0,34.0,25.0
13,M03,S4,2026,tabr,11.0,62.0,51.0
13,M03,S4,3407,tabr,10.0,52.0,42.0
13,M03,S4,7777,tabr,14.0,52.0,38.0
13,M03,S5,13,tabr,18.0,68.0,50.0
13,M03,S5,42,tabr,9.0,31.0,22.0
13,M03,S5,2026,tabr,11.0,58.0,47.0
13,M03,S5,3407,tabr,10.0,54.0,44.0
13,M03,S5,7777,tabr,14.0,43.0,29.0
13,M04,S1,13,tabr,18.0,16.0,-2.0
13,M04,S1,42,tabr,9.0,12.0,3.0
13,M04,S1,2026,tabr,11.0,10.0,-1.0
13,M04,S1,3407,tabr,10.0,16.0,6.0
13,M04,S1,7777,tabr,14.0,6.0,-8.0
13,M04,S2,13,tabr,18.0,14.0,-4.0
13,M04,S2,42,tabr,9.0,15.0,6.0
13,M04,S2,2026,tabr,11.0,11.0,0.0
13,M04,S2,3407,tabr,10.0,17.0,7.0
13,M04,S2,7777,tabr,14.0,6.0,-8.0
13,M04,S3,13,tabr,18.0,14.0,-4.0
13,M04,S3,42,tabr,9.0,18.0,9.0
13,M04,S3,2026,tabr,11.0,10.0,-1.0
13,M04,S3,3407,tabr,10.0,16.0,6.0
13,M04,S3,7777,tabr,14.0,6.0,-8.0
13,M04,S4,13,tabr,18.0,15.0,-3.0
13,M04,S4,42,tabr,9.0,16.0,7.0
13,M04,S4,2026,tabr,11.0,10.0,-1.0
13,M04,S4,3407,tabr,10.0,16.0,6.0
13,M04,S4,7777,tabr,14.0,6.0,-8.0
13,M04,S5,13,tabr,18.0,13.0,-5.0
13,M04,S5,42,tabr,9.0,16.0,7.0
13,M04,S5,2026,tabr,11.0,10.0,-1.0
13,M04,S5,3407,tabr,10.0,16.0,6.0
13,M04,S5,7777,tabr,14.0,6.0,-8.0
13,M05,S1,13,tabr,18.0,16.0,-2.0
13,M05,S1,42,tabr,9.0,14.0,5.0
13,M05,S1,2026,tabr,11.0,11.0,0.0
13,M05,S1,3407,tabr,10.0,16.0,6.0
13,M05,S1,7777,tabr,14.0,6.0,-8.0
13,M05,S2,13,tabr,18.0,15.0,-3.0
13,M05,S2,42,tabr,9.0,15.0,6.0
13,M05,S2,2026,tabr,11.0,9.0,-2.0
13,M05,S2,3407,tabr,10.0,17.0,7.0
13,M05,S2,7777,tabr,14.0,7.0,-7.0
13,M05,S3,13,tabr,18.0,14.0,-4.0
13,M05,S3,42,tabr,9.0,15.0,6.0
13,M05,S3,2026,tabr,11.0,10.0,-1.0
13,M05,S3,3407,tabr,10.0,19.0,9.0
13,M05,S3,7777,tabr,14.0,6.0,-8.0
13,M05,S4,13,tabr,18.0,13.0,-5.0
13,M05,S4,42,tabr,9.0,27.0,18.0
13,M05,S4,2026,tabr,11.0,10.0,-1.0
13,M05,S4,3407,tabr,10.0,19.0,9.0
13,M05,S4,7777,tabr,14.0,6.0,-8.0
13,M05,S5,13,tabr,18.0,13.0,-5.0
13,M05,S5,42,tabr,9.0,57.0,48.0
13,M05,S5,2026,tabr,11.0,10.0,-1.0
13,M05,S5,3407,tabr,10.0,17.0,7.0
13,M05,S5,7777,tabr,14.0,5.0,-9.0
13,M06,S1,13,tabr,18.0,16.0,-2.0
13,M06,S1,42,tabr,9.0,9.0,0.0
13,M06,S1,2026,tabr,11.0,11.0,0.0
13,M06,S1,3407,tabr,10.0,14.0,4.0
13,M06,S1,7777,tabr,14.0,8.0,-6.0
13,M06,S2,13,tabr,18.0,12.0,-6.0
13,M06,S2,42,tabr,9.0,16.0,7.0
13,M06,S2,2026,tabr,11.0,21.0,10.0
13,M06,S2,3407,tabr,10.0,7.0,-3.0
13,M06,S2,7777,tabr,14.0,16.0,2.0
13,M06,S3,13,tabr,18.0,8.0,-10.0
13,M06,S3,42,tabr,9.0,6.0,-3.0
13,M06,S3,2026,tabr,11.0,21.0,10.0
13,M06,S3,3407,tabr,10.0,10.0,0.0
13,M06,S3,7777,tabr,14.0,10.0,-4.0
13,M06,S4,13,tabr,18.0,4.0,-14.0
13,M06,S4,42,tabr,9.0,2.0,-7.0
13,M06,S4,2026,tabr,11.0,2.0,-9.0
13,M06,S4,3407,tabr,10.0,4.0,-6.0
13,M06,S4,7777,tabr,14.0,2.0,-12.0
13,M06,S5,13,tabr,18.0,3.0,-15.0
13,M06,S5,42,tabr,9.0,1.0,-8.0
13,M06,S5,2026,tabr,11.0,2.0,-9.0
13,M06,S5,3407,tabr,10.0,3.0,-7.0
13,M06,S5,7777,tabr,14.0,1.0,-13.0
13,M07,S1,13,tabr,18.0,16.0,-2.0
13,M07,S1,42,tabr,9.0,20.0,11.0
13,M07,S1,2026,tabr,11.0,8.0,-3.0
13,M07,S1,3407,tabr,10.0,20.0,10.0
13,M07,S1,7777,tabr,14.0,5.0,-9.0
13,M07,S2,13,tabr,18.0,18.0,0.0
13,M07,S2,42,tabr,9.0,14.0,5.0
13,M07,S2,2026,tabr,11.0,9.0,-2.0
13,M07,S2,3407,tabr,10.0,28.0,18.0
13,M07,S2,7777,tabr,14.0,5.0,-9.0
13,M07,S3,13,tabr,18.0,19.0,1.0
13,M07,S3,42,tabr,9.0,11.0,2.0
13,M07,S3,2026,tabr,11.0,10.0,-1.0
13,M07,S3,3407,tabr,10.0,23.0,13.0
13,M07,S3,7777,tabr,14.0,8.0,-6.0
13,M07,S4,13,tabr,18.0,18.0,0.0
13,M07,S4,42,tabr,9.0,29.0,20.0
13,M07,S4,2026,tabr,11.0,10.0,-1.0
13,M07,S4,3407,tabr,10.0,26.0,16.0
13,M07,S4,7777,tabr,14.0,9.0,-5.0
13,M07,S5,13,tabr,18.0,20.0,2.0
13,M07,S5,42,tabr,9.0,12.0,3.0
13,M07,S5,2026,tabr,11.0,10.0,-1.0
13,M07,S5,3407,tabr,10.0,15.0,5.0
13,M07,S5,7777,tabr,14.0,9.0,-5.0
13,M08,S1,13,tabr,18.0,17.0,-1.0
13,M08,S1,42,tabr,9.0,10.0,1.0
13,M08,S1,2026,tabr,11.0,11.0,0.0
13,M08,S1,3407,tabr,10.0,16.0,6.0
13,M08,S1,7777,tabr,14.0,6.0,-8.0
13,M08,S2,13,tabr,18.0,15.0,-3.0
13,M08,S2,42,tabr,9.0,11.0,2.0
13,M08,S2,2026,tabr,11.0,8.0,-3.0
13,M08,S2,3407,tabr,10.0,18.0,8.0
13,M08,S2,7777,tabr,14.0,7.0,-7.0
13,M08,S3,13,tabr,18.0,15.0,-3.0
13,M08,S3,42,tabr,9.0,11.0,2.0
13,M08,S3,2026,tabr,11.0,8.0,-3.0
13,M08,S3,3407,tabr,10.0,17.0,7.0
13,M08,S3,7777,tabr,14.0,5.0,-9.0
13,M08,S4,13,tabr,18.0,16.0,-2.0
13,M08,S4,42,tabr,9.0,10.0,1.0
13,M08,S4,2026,tabr,11.0,8.0,-3.0
13,M08,S4,3407,tabr,10.0,25.0,15.0
13,M08,S4,7777,tabr,14.0,5.0,-9.0
13,M08,S5,13,tabr,18.0,15.0,-3.0
13,M08,S5,42,tabr,9.0,11.0,2.0
13,M08,S5,2026,tabr,11.0,10.0,-1.0
13,M08,S5,3407,tabr,10.0,15.0,5.0
13,M08,S5,7777,tabr,14.0,5.0,-9.0
13,M09,S1,13,tabr,18.0,15.0,-3.0
13,M09,S1,42,tabr,9.0,16.0,7.0
13,M09,S1,2026,tabr,11.0,17.0,6.0
13,M09,S1,3407,tabr,10.0,17.0,7.0
13,M09,S1,7777,tabr,14.0,14.0,0.0
13,M09,S2,13,tabr,18.0,15.0,-3.0
13,M09,S2,42,tabr,9.0,9.0,0.0
13,M09,S2,2026,tabr,11.0,19.0,8.0
13,M09,S2,3407,tabr,10.0,25.0,15.0
13,M09,S2,7777,tabr,14.0,20.0,6.0
13,M09,S3,13,tabr,18.0,26.0,8.0
13,M09,S3,42,tabr,9.0,12.0,3.0
13,M09,S3,2026,tabr,11.0,26.0,15.0
13,M09,S3,3407,tabr,10.0,24.0,14.0
13,M09,S3,7777,tabr,14.0,16.0,2.0
13,M09,S4,13,tabr,18.0,9.0,-9.0
13,M09,S4,42,tabr,9.0,23.0,14.0
13,M09,S4,2026,tabr,11.0,15.0,4.0
13,M09,S4,3407,tabr,10.0,25.0,15.0
13,M09,S4,7777,tabr,14.0,5.0,-9.0
13,M09,S5,13,tabr,18.0,10.0,-8.0
13,M09,S5,42,tabr,9.0,29.0,20.0
13,M09,S5,2026,tabr,11.0,7.0,-4.0
13,M09,S5,3407,tabr,10.0,24.0,14.0
13,M09,S5,7777,tabr,14.0,2.0,-12.0
13,M10,S1,13,tabr,16.0,11.0,-5.0
13,M10,S1,42,tabr,16.0,13.0,-3.0
13,M10,S1,2026,tabr,8.0,14.0,6.0
13,M10,S1,3407,tabr,21.0,9.0,-12.0
13,M10,S1,7777,tabr,4.0,12.0,8.0
13,M10,S2,13,tabr,16.0,12.0,-4.0
13,M10,S2,42,tabr,16.0,13.0,-3.0
13,M10,S2,2026,tabr,8.0,12.0,4.0
13,M10,S2,3407,tabr,21.0,12.0,-9.0
13,M10,S2,7777,tabr,4.0,12.0,8.0
13,M10,S3,13,tabr,16.0,14.0,-2.0
13,M10,S3,42,tabr,16.0,11.0,-5.0
13,M10,S3,2026,tabr,8.0,13.0,5.0
13,M10,S3,3407,tabr,21.0,12.0,-9.0
13,M10,S3,7777,tabr,4.0,19.0,15.0
13,M10,S4,13,tabr,16.0,11.0,-5.0
13,M10,S4,42,tabr,16.0,16.0,0.0
13,M10,S4,2026,tabr,8.0,23.0,15.0
13,M10,S4,3407,tabr,21.0,10.0,-11.0
13,M10,S4,7777,tabr,4.0,17.0,13.0
13,M10,S5,13,tabr,16.0,12.0,-4.0
13,M10,S5,42,tabr,16.0,11.0,-5.0
13,M10,S5,2026,tabr,8.0,16.0,8.0
13,M10,S5,3407,tabr,21.0,9.0,-12.0
13,M10,S5,7777,tabr,4.0,17.0,13.0
13,M11,S1,13,tabr,18.0,9.0,-9.0
13,M11,S1,42,tabr,9.0,12.0,3.0
13,M11,S1,2026,tabr,11.0,11.0,0.0
13,M11,S1,3407,tabr,10.0,9.0,-1.0
13,M11,S1,7777,tabr,14.0,10.0,-4.0
13,M11,S2,13,tabr,18.0,16.0,-2.0
13,M11,S2,42,tabr,9.0,7.0,-2.0
13,M11,S2,2026,tabr,11.0,12.0,1.0
13,M11,S2,3407,tabr,10.0,13.0,3.0
13,M11,S2,7777,tabr,14.0,13.0,-1.0
13,M11,S3,13,tabr,18.0,9.0,-9.0
13,M11,S3,42,tabr,9.0,46.0,37.0
13,M11,S3,2026,tabr,11.0,12.0,1.0
13,M11,S3,3407,tabr,10.0,10.0,0.0
13,M11,S3,7777,tabr,14.0,8.0,-6.0
13,M11,S4,13,tabr,18.0,7.0,-11.0
13,M11,S4,42,tabr,9.0,17.0,8.0
13,M11,S4,2026,tabr,11.0,7.0,-4.0
13,M11,S4,3407,tabr,10.0,3.0,-7.0
13,M11,S4,7777,tabr,14.0,2.0,-12.0
13,M11,S5,13,tabr,18.0,3.0,-15.0
13,M11,S5,42,tabr,9.0,2.0,-7.0
13,M11,S5,2026,tabr,11.0,1.0,-10.0
13,M11,S5,3407,tabr,10.0,2.0,-8.0
13,M11,S5,7777,tabr,14.0,1.0,-13.0
14,M01,S1,13,tabr,13.0,13.0,0.0
14,M01,S1,42,tabr,4.0,10.0,6.0
14,M01,S1,2026,tabr,11.0,6.0,-5.0
14,M01,S1,3407,tabr,17.0,21.0,4.0
14,M01,S1,7777,tabr,31.0,6.0,-25.0
14,M01,S2,13,tabr,13.0,10.0,-3.0
14,M01,S2,42,tabr,4.0,7.0,3.0
14,M01,S2,2026,tabr,11.0,8.0,-3.0
14,M01,S2,3407,tabr,17.0,10.0,-7.0
14,M01,S2,7777,tabr,31.0,9.0,-22.0
14,M01,S3,13,tabr,13.0,9.0,-4.0
14,M01,S3,42,tabr,4.0,11.0,7.0
14,M01,S3,2026,tabr,11.0,8.0,-3.0
14,M01,S3,3407,tabr,17.0,5.0,-12.0
14,M01,S3,7777,tabr,31.0,21.0,-10.0
14,M01,S4,13,tabr,13.0,6.0,-7.0
14,M01,S4,42,tabr,4.0,14.0,10.0
14,M01,S4,2026,tabr,11.0,14.0,3.0
14,M01,S4,3407,tabr,17.0,16.0,-1.0
14,M01,S4,7777,tabr,31.0,6.0,-25.0
14,M01,S5,13,tabr,13.0,3.0,-10.0
14,M01,S5,42,tabr,4.0,4.0,0.0
14,M01,S5,2026,tabr,11.0,3.0,-8.0
14,M01,S5,3407,tabr,17.0,3.0,-14.0
14,M01,S5,7777,tabr,31.0,2.0,-29.0
14,M02,S1,13,tabr,13.0,13.0,0.0
14,M02,S1,42,tabr,4.0,9.0,5.0
14,M02,S1,2026,tabr,11.0,6.0,-5.0
14,M02,S1,3407,tabr,17.0,11.0,-6.0
14,M02,S1,7777,tabr,31.0,25.0,-6.0
14,M02,S2,13,tabr,13.0,13.0,0.0
14,M02,S2,42,tabr,4.0,15.0,11.0
14,M02,S2,2026,tabr,11.0,7.0,-4.0
14,M02,S2,3407,tabr,17.0,20.0,3.0
14,M02,S2,7777,tabr,31.0,13.0,-18.0
14,M02,S3,13,tabr,13.0,12.0,-1.0
14,M02,S3,42,tabr,4.0,13.0,9.0
14,M02,S3,2026,tabr,11.0,9.0,-2.0
14,M02,S3,3407,tabr,17.0,13.0,-4.0
14,M02,S3,7777,tabr,31.0,15.0,-16.0
14,M02,S4,13,tabr,13.0,9.0,-4.0
14,M02,S4,42,tabr,4.0,11.0,7.0
14,M02,S4,2026,tabr,11.0,10.0,-1.0
14,M02,S4,3407,tabr,17.0,11.0,-6.0
14,M02,S4,7777,tabr,31.0,15.0,-16.0
14,M02,S5,13,tabr,13.0,14.0,1.0
14,M02,S5,42,tabr,4.0,13.0,9.0
14,M02,S5,2026,tabr,11.0,9.0,-2.0
14,M02,S5,3407,tabr,17.0,11.0,-6.0
14,M02,S5,7777,tabr,31.0,14.0,-17.0
14,M03,S1,13,tabr,13.0,18.0,5.0
14,M03,S1,42,tabr,4.0,33.0,29.0
14,M03,S1,2026,tabr,11.0,12.0,1.0
14,M03,S1,3407,tabr,17.0,13.0,-4.0
14,M03,S1,7777,tabr,31.0,18.0,-13.0
14,M03,S2,13,tabr,13.0,33.0,20.0
14,M03,S2,42,tabr,4.0,28.0,24.0
14,M03,S2,2026,tabr,11.0,18.0,7.0
14,M03,S2,3407,tabr,17.0,28.0,11.0
14,M03,S2,7777,tabr,31.0,16.0,-15.0
14,M03,S3,13,tabr,13.0,45.0,32.0
14,M03,S3,42,tabr,4.0,46.0,42.0
14,M03,S3,2026,tabr,11.0,27.0,16.0
14,M03,S3,3407,tabr,17.0,23.0,6.0
14,M03,S3,7777,tabr,31.0,42.0,11.0
14,M03,S4,13,tabr,13.0,60.0,47.0
14,M03,S4,42,tabr,4.0,47.0,43.0
14,M03,S4,2026,tabr,11.0,35.0,24.0
14,M03,S4,3407,tabr,17.0,64.0,47.0
14,M03,S4,7777,tabr,31.0,57.0,26.0
14,M03,S5,13,tabr,13.0,48.0,35.0
14,M03,S5,42,tabr,4.0,58.0,54.0
14,M03,S5,2026,tabr,11.0,27.0,16.0
14,M03,S5,3407,tabr,17.0,52.0,35.0
